ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint
4086,1002430,1,2,118,294198,5050472,5,0,4620616.00,42,1,2,5,1,1130,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,24.03,,,T,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4087,1002430,1,2,118,294198,5050472,5,0,4620616.00,42,1,2,5,1,1135,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,24.03,,,,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4088,1002430,1,3,118,294198,5050472,5,0,4620616.00,42,1,2,5,1,1230,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,24.03,,,T,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4089,1002430,1,3,118,294198,5050472,5,0,4620616.00,42,1,2,5,1,1235,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,24.03,,,,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4090,1002430,1,4,118,294198,5050472,5,0,4620616.00,42,1,2,5,1,1500,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,24.03,,,T,MARCHE,1,2,2,RC,15,0,,1,1,,1,,1,
4091,1002430,1,4,118,294198,5050472,5,0,4620616.00,42,1,2,5,1,1515,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,24.03,,,,MARCHE,1,2,2,RC,15,0,,1,1,,1,,1,
4092,1002430,2,1,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,745,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,29.43,,T,T,MARCHE,1,2,2,RC,15,0,,1,1,,1,,1,
4093,1002430,2,1,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,800,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,29.43,,,,MARCHE,1,2,2,RC,15,0,,1,1,,1,,1,
4094,1002430,2,2,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,1130,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,29.43,,,T,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4095,1002430,2,2,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,1135,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,29.43,,,,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4096,1002430,2,3,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,1230,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,29.43,,,T,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4097,1002430,2,3,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,1235,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,29.43,,,,MARCHE,1,2,2,RC,5,0,,1,1,,1,,1,
4098,1002430,2,4,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,1500,6,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,29.43,,,T,MARCHE,1,2,2,RC,15,0,,1,1,,1,,1,
4099,1002430,2,4,118,294198,5050472,5,0,4620616.00,36,2,2,5,1,1515,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,29.43,,,,MARCHE,1,2,2,RC,15,0,,1,1,,1,,1,
4100,1002430,3,1,118,294198,5050472,5,0,4620616.00,16,2,2,3,1,730,2,294198,5050472,118,4620616.00,293890,5051019,118,4620616.00,24.69,29.74,,T,T,MARCHE,1,2,2,ET,221,0,,1,1,,1,,1,
4101,1002430,3,1,118,294198,5050472,5,0,4620616.00,16,2,2,3,1,1111,3,293890,5051019,118,4620616.00,294198,5050472,118,4620616.00,24.69,29.74,,,,MARCHE,1,2,2,ET,221,0,,1,1,,1,,1,
4102,1002430,3,2,118,294198,5050472,5,0,4620616.00,16,2,2,3,1,1150,2,294198,5050472,118,4620616.00,293890,5051019,118,4620616.00,24.69,29.74,,,T,MARCHE,1,2,2,ET,196,0,,1,1,,1,,1,
4103,1002430,3,2,118,294198,5050472,5,0,4620616.00,16,2,2,3,1,1506,3,293890,5051019,118,4620616.00,294198,5050472,118,4620616.00,24.69,29.74,,,,MARCHE,1,2,2,ET,196,0,,1,1,,1,,1,
4104,1002430,4,1,118,294198,5050472,5,0,4620616.00,13,2,5,3,1,730,2,294198,5050472,118,4620616.00,293890,5051019,118,4620616.00,24.69,26.35,,T,T,MARCHE,1,2,2,ET,221,0,,1,1,,1,,1,
4105,1002430,4,1,118,294198,5050472,5,0,4620616.00,13,2,5,3,1,1111,3,293890,5051019,118,4620616.00,294198,5050472,118,4620616.00,24.69,26.35,,,,MARCHE,1,2,2,ET,221,0,,1,1,,1,,1,
4106,1002430,4,2,118,294198,5050472,5,0,4620616.00,13,2,5,3,1,1150,2,294198,5050472,118,4620616.00,293890,5051019,118,4620616.00,24.69,26.35,,,T,MARCHE,1,2,2,ET,196,0,,1,1,,1,,1,
4107,1002430,4,2,118,294198,5050472,5,0,4620616.00,13,2,5,3,1,1506,3,293890,5051019,118,4620616.00,294198,5050472,118,4620616.00,24.69,26.35,,,,MARCHE,1,2,2,ET,196,0,,1,1,,1,,1,
4108,1002430,5,1,118,294198,5050472,5,0,4620616.00,7,2,5,3,1,745,2,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,26.34,,T,T,MARCHE,1,2,2,ET,230,0,,1,1,,1,,1,
4109,1002430,5,1,118,294198,5050472,5,0,4620616.00,7,2,5,3,1,1135,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,26.34,,,,MARCHE,1,2,2,ET,230,0,,1,1,,1,,1,
4110,1002430,5,2,118,294198,5050472,5,0,4620616.00,7,2,5,3,1,1230,2,294198,5050472,118,4620616.00,294449,5050539,118,4620616.00,24.69,26.34,,,T,MARCHE,1,2,2,ET,165,0,,1,1,,1,,1,
4111,1002430,5,2,118,294198,5050472,5,0,4620616.00,7,2,5,3,1,1515,3,294449,5050539,118,4620616.00,294198,5050472,118,4620616.00,24.69,26.34,,,,MARCHE,1,2,2,ET,165,0,,1,1,,1,,1,
4863,1002820,1,1,118,294466,5050049,1,0,4620612.00,41,1,1,2,1,800,1,294466,5050049,118,4620612.00,294695,5050277,118,4620612.00,31.43,30.59,T,T,T,MARCHE,1,2,2,TR,300,0,,1,1,,1,,1,
4864,1002820,1,1,118,294466,5050049,1,0,4620612.00,41,1,1,2,1,1300,3,294695,5050277,118,4620612.00,294466,5050049,118,4620612.00,31.43,30.59,,,,MARCHE,1,2,2,TR,300,0,,1,1,,1,,1,
4865,1002820,1,2,118,294466,5050049,1,0,4620612.00,41,1,1,2,1,1500,5,294466,5050049,118,4620612.00,294499,5050119,118,4620612.00,31.43,30.59,,,T,MARCHE,1,2,2,MA,15,0,,1,1,,1,,,1
4866,1002820,1,2,118,294466,5050049,1,0,4620612.00,41,1,1,2,1,1515,3,294499,5050119,118,4620612.00,294466,5050049,118,4620612.00,31.43,30.59,,,,MARCHE,1,2,2,MA,15,0,,1,1,,1,,,1
5037,1002910,1,,118,295488,5054180,1,0,4620610.07,85,2,2,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,
5202,1003039,1,1,118,294852,5050620,1,0,4620612.00,48,1,2,5,1,900,5,294852,5050620,118,4620612.00,298915,5051332,116,4620594.01,31.43,31.86,T,T,T,AP,1,2,2,MA,20,0,,1,1,,1,,,1
5203,1003039,1,1,118,294852,5050620,1,0,4620612.00,48,1,2,5,1,920,3,298915,5051332,116,4620594.01,294852,5050620,118,4620612.00,31.43,31.86,,,,AP,1,2,2,MA,20,0,,1,1,,1,,,1
5204,1003039,1,2,118,294852,5050620,1,0,4620612.00,48,1,2,5,1,1600,4,294852,5050620,118,4620612.00,294765,5050914,118,4620611.01,31.43,31.86,,,T,VELO,1,2,2,LS,60,0,,1,1,,1,,,1
5205,1003039,1,2,118,294852,5050620,1,0,4620612.00,48,1,2,5,1,1700,3,294765,5050914,118,4620611.01,294852,5050620,118,4620612.00,31.43,31.86,,,,VELO,1,2,2,LS,60,0,,1,1,,1,,,1
5682,1003336,1,,118,292992,5050015,1,0,4620619.00,81,2,2,4,2,0,7,0,0,0,,0,0,0,,22.12,22.16,T,T,,,,,,,,,,,,,,,,
6189,1003654,1,,118,295968,5052413,2,1,4620610.01,73,2,2,4,2,0,7,0,0,0,,0,0,0,,22.72,22.76,T,T,,,,,,,,,,,,,,,,
6190,1003654,2,,118,295968,5052413,2,1,4620610.01,76,1,1,4,2,0,7,0,0,0,,0,0,0,,22.72,23.49,,T,,,,,,,,,,,,,,,,
6652,1003921,1,1,118,294451,5049252,2,0,4620613.00,60,2,2,7,1,900,5,294451,5049252,118,4620613.00,294513,5049521,118,4620613.00,26.17,25.1,T,T,T,MARCHE,1,2,2,MA,60,0,,1,1,,1,,,1
6653,1003921,1,1,118,294451,5049252,2,0,4620613.00,60,2,2,7,1,1000,3,294513,5049521,118,4620613.00,294451,5049252,118,4620613.00,26.17,25.1,,,,MARCHE,1,2,2,MA,60,0,,1,1,,1,,,1
6654,1003921,2,1,118,294451,5049252,2,0,4620613.00,33,2,2,2,1,1130,4,294451,5049252,118,4620613.00,294057,5048527,118,4620613.00,26.17,25.18,,T,T,MARCHE,1,2,2,LS,60,0,,1,1,,1,,,1
6655,1003921,2,1,118,294451,5049252,2,0,4620613.00,33,2,2,2,1,1230,3,294057,5048527,118,4620613.00,294451,5049252,118,4620613.00,26.17,25.18,,,,MARCHE,1,2,2,LS,60,0,,1,1,,1,,,1
6656,1003921,2,2,118,294451,5049252,2,0,4620613.00,33,2,2,2,1,1730,5,294451,5049252,118,4620613.00,293604,5048877,118,4620613.00,26.17,25.18,,,T,MARCHE,1,2,2,MA,45,0,,1,1,,1,,,1
6657,1003921,2,2,118,294451,5049252,2,0,4620613.00,33,2,2,2,1,1815,3,293604,5048877,118,4620613.00,294451,5049252,118,4620613.00,26.17,25.18,,,,MARCHE,1,2,2,MA,45,0,,1,1,,1,,,1
6676,1003931,1,,118,295350,5054231,1,0,4620610.03,90,2,2,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,
6935,1004091,1,1,118,293887,5051944,1,0,4620618.00,70,2,1,2,1,850,6,293887,5051944,118,4620618.00,298579,5046978,110,4620201.00,23.8,23.84,T,T,T,TC,1,2,2,AT,130,0,,1,1,,1,,,1
6936,1004091,1,1,118,293887,5051944,1,0,4620618.00,70,2,1,2,1,1100,3,298579,5046978,110,4620201.00,293887,5051944,118,4620618.00,23.8,23.84,,,,TC,1,2,2,AT,130,0,,1,1,,1,,,1
6937,1004091,1,2,118,293887,5051944,1,0,4620618.00,70,2,1,2,1,1315,1,293887,5051944,118,4620618.00,291339,5047140,406,4620635.00,23.8,23.84,,,T,TC,1,2,2,TR,645,0,,1,1,,1,,1,
6938,1004091,1,2,118,293887,5051944,1,0,4620618.00,70,2,1,2,1,2400,3,291339,5047140,406,4620635.00,293887,5051944,118,4620618.00,23.8,23.84,,,,TX,1,2,2,TR,645,0,,1,1,,1,,1,
7288,1004313,1,,118,292877,5049554,1,0,4620619.00,70,2,2,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,
7310,1004323,1,,118,293727,5048946,2,0,4620613.00,66,2,2,4,2,0,7,0,0,0,,0,0,0,,18.44,15.32,T,T,,,,,,,,,,,,,,,,
7311,1004323,2,,118,293727,5048946,2,0,4620613.00,68,1,2,4,2,0,7,0,0,0,,0,0,0,,18.44,16.4,,T,,,,,,,,,,,,,,,,
7404,1004391,1,1,118,294246,5051646,1,0,4620617.02,68,2,2,4,1,1045,6,294246,5051646,118,4620617.02,297496,5032175,128,4620321.00,23.8,19.77,T,T,T,TC,1,2,2,AT,255,0,,1,1,,1,,,1
7405,1004391,1,1,118,294246,5051646,1,0,4620617.02,68,2,2,4,1,1500,3,297496,5032175,128,4620321.00,294246,5051646,118,4620617.02,23.8,19.77,,,,TC,1,2,2,AT,255,0,,1,1,,1,,,1
7427,1004410,1,1,118,293914,5049017,2,0,4620613.00,50,2,2,1,1,730,1,293914,5049017,118,4620613.00,298599,5050356,117,4620605.01,32.24,31.34,T,T,T,TC,2,4,3,TR,570,0,,1,,1,,1,1,
7428,1004410,1,1,118,293914,5049017,2,0,4620613.00,50,2,2,1,1,1200,4,298599,5050356,117,4620605.01,298487,5050658,117,4620605.01,32.24,31.34,,,,MARCHE,2,4,3,TR,570,0,,1,,1,,1,1,
7429,1004410,1,1,118,293914,5049017,2,0,4620613.00,50,2,2,1,1,1300,1,298487,5050658,117,4620605.01,298599,5050356,117,4620605.01,32.24,31.34,,,,MARCHE,2,4,3,TR,570,0,,1,,1,,1,1,
7430,1004410,1,1,118,293914,5049017,2,0,4620613.00,50,2,2,1,1,1700,3,298599,5050356,117,4620605.01,293914,5049017,118,4620613.00,32.24,31.34,,,,TC,2,4,3,TR,570,0,,1,,1,,1,1,
7431,1004410,2,1,118,293914,5049017,2,0,4620613.00,21,1,2,2,1,900,4,293914,5049017,118,4620613.00,298399,5042768,106,4620140.00,32.24,43.92,,T,T,TC,1,2,2,LS,780,0,,1,1,,1,,,1
7432,1004410,2,1,118,293914,5049017,2,0,4620613.00,21,1,2,2,1,2200,3,298399,5042768,106,4620140.00,293914,5049017,118,4620613.00,32.24,43.92,,,,TC,1,2,2,LS,780,0,,1,1,,1,,,1
7644,1004521,1,1,118,295016,5052837,2,2,4620610.03,32,2,1,1,1,800,1,295016,5052837,118,4620610.03,298998,5049662,117,4620600.03,26.17,25.18,T,T,T,AC,1,2,2,TR,540,0,,1,1,,1,,1,
7645,1004521,1,1,118,295016,5052837,2,2,4620610.03,32,2,1,1,1,1700,3,298998,5049662,117,4620600.03,295016,5052837,118,4620610.03,26.17,25.18,,,,AC,1,2,2,TR,540,0,,1,1,,1,,1,
7646,1004521,2,1,118,295016,5052837,2,2,4620610.03,32,1,1,1,1,730,1,295016,5052837,118,4620610.03,294225,5051782,118,4620617.02,26.17,30.31,,T,T,AC,1,2,2,TR,675,0,,1,1,,1,,1,
7647,1004521,2,1,118,295016,5052837,2,2,4620610.03,32,1,1,1,1,1845,3,294225,5051782,118,4620617.02,295016,5052837,118,4620610.03,26.17,30.31,,,,AC,1,2,2,TR,675,0,,1,1,,1,,1,
7835,1004672,1,1,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1000,5,295575,5053495,118,4620610.04,295432,5051871,118,4620611.02,25.75,28.8,T,T,T,AC,1,6,6,MA,440,0,,1,,1,1,,,1
7836,1004672,1,1,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1045,5,295432,5051871,118,4620611.02,299951,5051037,116,4620593.01,25.75,28.8,,,,AC,1,6,6,MA,440,0,,1,,1,1,,,1
7837,1004672,1,1,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1300,5,299951,5051037,116,4620593.01,303978,5057111,113,4620585.02,25.75,28.8,,,,AC,1,6,6,MA,440,0,,1,,1,1,,,1
7838,1004672,1,1,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1430,5,303978,5057111,113,4620585.02,301525,5050279,112,4620191.00,25.75,28.8,,,,AC,1,6,6,MA,440,0,,1,,1,1,,,1
7839,1004672,1,1,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1600,5,301525,5050279,112,4620191.00,296201,5051046,117,4620605.04,25.75,28.8,,,,AC,1,6,6,MA,440,0,,1,,1,1,,,1
7840,1004672,1,1,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1720,3,296201,5051046,117,4620605.04,295575,5053495,118,4620610.04,25.75,28.8,,,,AC,1,6,6,MA,440,0,,1,,1,1,,,1
7841,1004672,2,1,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1000,5,295575,5053495,118,4620610.04,295432,5051871,118,4620611.02,25.75,22.88,,T,T,AP,1,5,5,TR,440,0,,1,,1,1,,1,
7842,1004672,2,1,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1045,5,295432,5051871,118,4620611.02,299951,5051037,116,4620593.01,25.75,22.88,,,,AP,1,5,5,TR,440,0,,1,,1,1,,1,
7843,1004672,2,1,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1300,1,299951,5051037,116,4620593.01,303978,5057111,113,4620585.02,25.75,22.88,,,,AP,1,5,5,TR,440,0,,1,,1,1,,1,
7844,1004672,2,1,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1430,5,303978,5057111,113,4620585.02,296201,5051046,117,4620605.04,25.75,22.88,,,,AP,1,5,5,TR,440,0,,1,,1,1,,1,
7845,1004672,2,1,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1720,3,296201,5051046,117,4620605.04,295575,5053495,118,4620610.04,25.75,22.88,,,,AP,1,5,5,TR,440,0,,1,,1,1,,1,
7846,1004672,2,2,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1800,4,295575,5053495,118,4620610.04,296792,5055078,114,4620290.09,25.75,22.88,,,T,AC,1,2,2,LS,120,0,,1,1,,1,,,1
7847,1004672,2,2,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,2000,3,296792,5055078,114,4620290.09,295575,5053495,118,4620610.04,25.75,22.88,,,,AC,1,2,2,LS,120,0,,1,1,,1,,,1
7873,1004704,1,1,118,295178,5050880,3,2,4620611.01,24,2,1,1,1,900,6,295178,5050880,118,4620611.01,304584,5054439,115,4620570.00,36.26,39.65,T,T,T,AC,1,2,2,AT,180,0,,1,1,,1,,,1
7874,1004704,1,1,118,295178,5050880,3,2,4620611.01,24,2,1,1,1,1200,3,304584,5054439,115,4620570.00,295178,5050880,118,4620611.01,36.26,39.65,,,,AC,1,2,2,AT,180,0,,1,1,,1,,,1
7875,1004704,1,2,118,295178,5050880,3,2,4620611.01,24,2,1,1,1,1400,5,295178,5050880,118,4620611.01,296179,5051168,117,4620605.04,36.26,39.65,,,T,AC,1,2,2,MA,45,0,,1,1,,1,,,1
7876,1004704,1,2,118,295178,5050880,3,2,4620611.01,24,2,1,1,1,1445,3,296179,5051168,117,4620605.04,295178,5050880,118,4620611.01,36.26,39.65,,,,AC,1,2,2,MA,45,0,,1,1,,1,,,1
7877,1004704,2,1,118,295178,5050880,3,2,4620611.01,22,2,1,1,1,700,1,295178,5050880,118,4620611.01,299145,5049244,117,4620600.02,36.26,39.65,,T,T,AC,1,2,2,TR,540,0,,1,1,,1,,1,
7878,1004704,2,1,118,295178,5050880,3,2,4620611.01,22,2,1,1,1,1600,3,299145,5049244,117,4620600.02,295178,5050880,118,4620611.01,36.26,39.65,,,,AC,1,2,2,TR,540,0,,1,1,,1,,1,
7879,1004704,3,,118,295178,5050880,3,2,4620611.01,48,1,1,4,2,0,7,0,0,0,,0,0,0,,36.26,36.76,,T,,,,,,,,,,,,,,,,
8039,1004786,1,1,118,296207,5052451,3,1,4620610.01,49,1,2,1,1,530,1,296207,5052451,118,4620610.01,298683,5044796,110,4620179.00,29.44,29.84,T,T,T,TC,1,2,2,TR,570,0,,1,1,,1,,1,
8040,1004786,1,1,118,296207,5052451,3,1,4620610.01,49,1,2,1,1,1500,3,298683,5044796,110,4620179.00,296207,5052451,118,4620610.01,29.44,29.84,,,,TC,1,2,2,TR,570,0,,1,1,,1,,1,
8041,1004786,2,1,118,296207,5052451,3,1,4620610.01,49,2,1,1,1,800,6,296207,5052451,118,4620610.01,278837,5039219,132,4620521.05,29.44,33.25,,T,T,AC,1,3,3,TR,720,0,,1,,1,1,,1,
8042,1004786,2,1,118,296207,5052451,3,1,4620610.01,49,2,1,1,1,915,1,278837,5039219,132,4620521.05,285168,5035374,130,4620433.00,29.44,33.25,,,,AC,1,3,3,TR,720,0,,1,,1,1,,1,
8043,1004786,2,1,118,296207,5052451,3,1,4620610.01,49,2,1,1,1,2000,3,285168,5035374,130,4620433.00,296207,5052451,118,4620610.01,29.44,33.25,,,,AC,1,3,3,TR,720,0,,1,,1,1,,1,
8044,1004786,3,1,118,296207,5052451,3,1,4620610.01,9,2,5,3,1,800,4,296207,5052451,118,4620610.01,278837,5039219,132,4620521.05,29.44,31.41,,T,T,AP,1,2,2,LS,720,0,,1,1,,1,,,1
8045,1004786,3,1,118,296207,5052451,3,1,4620610.01,9,2,5,3,1,2000,3,278837,5039219,132,4620521.05,296207,5052451,118,4620610.01,29.44,31.41,,,,AP,1,2,2,LS,720,0,,1,1,,1,,,1
8066,1004808,1,1,118,294534,5052752,1,1,4620617.01,62,1,1,1,1,400,1,294534,5052752,118,4620617.01,294905,5035528,104,4620094.01,20.67,19.97,T,T,T,AC,1,2,2,TR,690,0,,1,1,,1,,1,
8067,1004808,1,1,118,294534,5052752,1,1,4620617.01,62,1,1,1,1,1530,3,294905,5035528,104,4620094.01,294534,5052752,118,4620617.01,20.67,19.97,,,,AC,1,2,2,TR,690,0,,1,1,,1,,1,
8372,1004967,1,1,118,293865,5050858,1,1,4620616.00,72,2,2,4,1,1230,5,293865,5050858,118,4620616.00,299319,5050613,117,4620600.01,29.31,29.36,T,T,T,TA,1,2,2,MA,90,0,,1,1,,1,,,1
8373,1004967,1,1,118,293865,5050858,1,1,4620616.00,72,2,2,4,1,1400,3,299319,5050613,117,4620600.01,293865,5050858,118,4620616.00,29.31,29.36,,,,TA,1,2,2,MA,90,0,,1,1,,1,,,1
8778,1005234,1,,118,292931,5049497,1,0,4620619.00,87,2,2,4,2,0,7,0,0,0,,0,0,0,,24.78,24.82,T,T,,,,,,,,,,,,,,,,
8794,1005241,1,1,118,294665,5050632,1,1,4620616.00,63,2,1,4,1,1600,5,294665,5050632,118,4620616.00,294378,5049887,118,4620612.00,22.24,21.33,T,T,T,AC,1,2,2,MA,60,0,,1,1,,1,,,1
8795,1005241,1,1,118,294665,5050632,1,1,4620616.00,63,2,1,4,1,1700,3,294378,5049887,118,4620612.00,294665,5050632,118,4620616.00,22.24,21.33,,,,AC,1,2,2,MA,60,0,,1,1,,1,,,1
8951,1005360,1,1,118,293933,5050706,2,1,4620616.00,37,1,2,3,1,645,2,293933,5050706,118,4620616.00,295470,5039814,105,4620126.00,26.17,27.43,T,T,T,TC,1,2,2,ET,285,0,,1,1,,1,,1,
