ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint
1775,1001110,1,,310,316922,5042137,1,0,4620855.03,71,2,1,4,2,0,7,0,0,0,,0,0,0,,36.2,38.8,T,T,,,,,,,,,,,,,,,,
2463,1001540,1,1,310,317063,5042573,2,1,4620855.03,73,2,1,4,1,1200,5,317063,5042573,310,4620855.03,317230,5042983,310,4620854.01,16.15,17.31,T,T,T,AC,1,2,2,MA,25,0,,1,1,,1,,,1
2464,1001540,1,1,310,317063,5042573,2,1,4620855.03,73,2,1,4,1,1225,3,317230,5042983,310,4620854.01,317063,5042573,310,4620855.03,16.15,17.31,,,,AC,1,2,2,MA,25,0,,1,1,,1,,,1
2465,1001540,1,2,310,317063,5042573,2,1,4620855.03,73,2,1,4,1,1300,5,317063,5042573,310,4620855.03,317308,5042721,310,4620855.03,16.15,17.31,,,T,AC,1,2,2,MA,30,0,,1,1,,1,,,1
2466,1001540,1,2,310,317063,5042573,2,1,4620855.03,73,2,1,4,1,1330,3,317308,5042721,310,4620855.03,317063,5042573,310,4620855.03,16.15,17.31,,,,AC,1,2,2,MA,30,0,,1,1,,1,,,1
2467,1001540,2,,310,317063,5042573,2,1,4620855.03,82,1,1,4,2,0,7,0,0,0,,0,0,0,,16.15,15.34,,T,,,,,,,,,,,,,,,,
2586,1001598,1,1,310,317681,5042360,2,1,4620855.03,58,2,1,4,1,900,6,317681,5042360,310,4620855.03,312360,5039218,307,4620857.08,14.02,15.41,T,T,T,AC,1,4,4,MA,150,0,,1,,1,1,,,1
2587,1001598,1,1,310,317681,5042360,2,1,4620855.03,58,2,1,4,1,1015,5,312360,5039218,307,4620857.08,307303,5042605,303,4620871.01,14.02,15.41,,,,AC,1,4,4,MA,150,0,,1,,1,1,,,1
2588,1001598,1,1,310,317681,5042360,2,1,4620855.03,58,2,1,4,1,1045,5,307303,5042605,303,4620871.01,310131,5040602,307,4620857.11,14.02,15.41,,,,AC,1,4,4,MA,150,0,,1,,1,1,,,1
2589,1001598,1,1,310,317681,5042360,2,1,4620855.03,58,2,1,4,1,1130,3,310131,5040602,307,4620857.11,317681,5042360,310,4620855.03,14.02,15.41,,,,AC,1,4,4,MA,150,0,,1,,1,1,,,1
2590,1001598,1,2,310,317681,5042360,2,1,4620855.03,58,2,1,4,1,1400,5,317681,5042360,310,4620855.03,316959,5043109,310,4620855.03,14.02,15.41,,,T,AP,1,2,2,MA,60,0,,1,1,,1,,,1
2591,1001598,1,2,310,317681,5042360,2,1,4620855.03,58,2,1,4,1,1500,3,316959,5043109,310,4620855.03,317681,5042360,310,4620855.03,14.02,15.41,,,,AP,1,2,2,MA,60,0,,1,1,,1,,,1
2592,1001598,2,1,310,317681,5042360,2,1,4620855.03,62,1,1,2,1,1400,5,317681,5042360,310,4620855.03,316959,5043109,310,4620855.03,14.02,20.02,,T,T,AC,1,2,2,MA,60,0,,1,1,,1,,,1
2593,1001598,2,1,310,317681,5042360,2,1,4620855.03,62,1,1,2,1,1500,3,316959,5043109,310,4620855.03,317681,5042360,310,4620855.03,14.02,20.02,,,,AC,1,2,2,MA,60,0,,1,1,,1,,,1
3271,1001967,1,1,310,316194,5042636,2,1,4620855.03,66,2,1,4,1,1230,4,316194,5042636,310,4620855.03,288753,5049095,406,4620637.02,16.15,14.96,T,T,T,AP,1,2,2,LS,450,0,,1,1,,1,,,1
3272,1001967,1,1,310,316194,5042636,2,1,4620855.03,66,2,1,4,1,2000,3,288753,5049095,406,4620637.02,316194,5042636,310,4620855.03,16.15,14.96,,,,AP,1,2,2,LS,450,0,,1,1,,1,,,1
3273,1001967,2,1,310,316194,5042636,2,1,4620855.03,70,1,1,4,1,1230,4,316194,5042636,310,4620855.03,288753,5049095,406,4620637.02,16.15,15.34,,T,T,AC,1,2,2,LS,450,0,,1,1,,1,,,1
3274,1001967,2,1,310,316194,5042636,2,1,4620855.03,70,1,1,4,1,2000,3,288753,5049095,406,4620637.02,316194,5042636,310,4620855.03,16.15,15.34,,,,AC,1,2,2,LS,450,0,,1,1,,1,,,1
3990,1002369,1,1,310,317992,5043491,1,2,4620854.01,56,1,1,1,1,1430,4,317992,5043491,310,4620854.01,316784,5043154,310,4620855.03,19.92,15.19,T,T,T,AC,1,3,3,TR,450,0,,1,,1,1,,1,
3991,1002369,1,1,310,317992,5043491,1,2,4620854.01,56,1,1,1,1,1445,1,316784,5043154,310,4620855.03,316961,5042110,310,4620855.03,19.92,15.19,,,,AC,1,3,3,TR,450,0,,1,,1,1,,1,
3992,1002369,1,1,310,317992,5043491,1,2,4620854.01,56,1,1,1,1,2200,3,316961,5042110,310,4620855.03,317992,5043491,310,4620854.01,19.92,15.19,,,,AC,1,3,3,TR,450,0,,1,,1,1,,1,
4676,1002729,1,1,310,317730,5042713,1,1,4620854.01,71,1,1,1,1,600,1,317730,5042713,310,4620854.01,299251,5040247,101,4620062,22.94,21.78,T,T,T,AC,1,2,2,TR,780,0,,1,1,,1,,1,
4677,1002729,1,1,310,317730,5042713,1,1,4620854.01,71,1,1,1,1,1900,3,299251,5040247,101,4620062,317730,5042713,310,4620854.01,22.94,21.78,,,,AC,1,2,2,TR,780,0,,1,1,,1,,1,
6483,1003820,1,1,310,318257,5042883,2,2,4620854.01,37,2,1,1,1,800,6,318257,5042883,310,4620854.01,314996,5044529,310,4620854.02,22.29,24.12,T,T,T,AC,2,4,3,TR,570,0,,1,,1,,1,1,
6484,1003820,1,1,310,318257,5042883,2,2,4620854.01,37,2,1,1,1,810,1,314996,5044529,310,4620854.02,300274,5053235,116,4620594.02,22.29,24.12,,,,AC,2,4,3,TR,570,0,,1,,1,,1,1,
6485,1003820,1,1,310,318257,5042883,2,2,4620854.01,37,2,1,1,1,1600,6,300274,5053235,116,4620594.02,314996,5044529,310,4620854.02,22.29,24.12,,,,AC,2,4,3,TR,570,0,,1,,1,,1,1,
6486,1003820,1,1,310,318257,5042883,2,2,4620854.01,37,2,1,1,1,1730,3,314996,5044529,310,4620854.02,318257,5042883,310,4620854.01,22.29,24.12,,,,AC,2,4,3,TR,570,0,,1,,1,,1,1,
6487,1003820,2,,310,318257,5042883,2,2,4620854.01,4,2,5,6,3,0,7,0,0,0,,0,0,0,,22.29,31.2,,T,,,,,,,,,,,,,,,,
6606,1003895,1,1,310,318254,5041404,2,2,4620855.04,34,2,1,1,1,1200,1,318254,5041404,310,4620855.04,311759,5048088,309,4620888.01,19.86,15.89,T,T,T,AC,1,2,2,TR,540,0,,1,1,,1,,1,
6607,1003895,1,1,310,318254,5041404,2,2,4620855.04,34,2,1,1,1,2100,3,311759,5048088,309,4620888.01,318254,5041404,310,4620855.04,19.86,15.89,,,,AC,1,2,2,TR,540,0,,1,1,,1,,1,
6608,1003895,2,1,310,318254,5041404,2,2,4620855.04,54,1,1,1,1,430,1,318254,5041404,310,4620855.04,310780,5040191,307,4620857.12,19.86,16.67,,T,T,AC,1,2,2,TR,540,0,,1,1,,1,,1,
6609,1003895,2,1,310,318254,5041404,2,2,4620855.04,54,1,1,1,1,1330,3,310780,5040191,307,4620857.12,318254,5041404,310,4620855.04,19.86,16.67,,,,AC,1,2,2,TR,540,0,,1,1,,1,,1,
7157,1004253,1,1,310,316403,5045276,4,2,4620854.02,40,2,1,1,1,710,6,316403,5045276,310,4620854.02,316483,5042604,310,4620855.03,20.55,22.83,T,T,T,AC,2,4,3,TR,601,0,,1,,1,,1,1,
7158,1004253,1,1,310,316403,5045276,4,2,4620854.02,40,2,1,1,1,726,1,316483,5042604,310,4620855.03,315032,5042059,310,4620855.03,20.55,22.83,,,,AC,2,4,3,TR,601,0,,1,,1,,1,1,
7159,1004253,1,1,310,316403,5045276,4,2,4620854.02,40,2,1,1,1,1700,6,315032,5042059,310,4620855.03,316483,5042604,310,4620855.03,20.55,22.83,,,,AC,2,4,3,TR,601,0,,1,,1,,1,1,
7160,1004253,1,1,310,316403,5045276,4,2,4620854.02,40,2,1,1,1,1711,3,316483,5042604,310,4620855.03,316403,5045276,310,4620854.02,20.55,22.83,,,,AC,2,4,3,TR,601,0,,1,,1,,1,1,
7161,1004253,2,1,310,316403,5045276,4,2,4620854.02,43,1,1,1,1,615,1,316403,5045276,310,4620854.02,305499,5044803,302,4620877.02,20.55,20.14,,T,T,AC,1,2,2,TR,645,0,,1,1,,1,,1,
7162,1004253,2,1,310,316403,5045276,4,2,4620854.02,43,1,1,1,1,1700,3,305499,5044803,302,4620877.02,316403,5045276,310,4620854.02,20.55,20.14,,,,AC,1,2,2,TR,645,0,,1,1,,1,,1,
7163,1004253,3,1,310,316403,5045276,4,2,4620854.02,12,1,5,3,1,715,2,316403,5045276,310,4620854.02,317257,5043803,310,4620854.02,20.55,19.34,,T,T,BS,1,2,2,ET,465,0,,1,1,,1,,1,
7164,1004253,3,1,310,316403,5045276,4,2,4620854.02,12,1,5,3,1,1500,3,317257,5043803,310,4620854.02,316403,5045276,310,4620854.02,20.55,19.34,,,,BS,1,2,2,ET,465,0,,1,1,,1,,1,
7165,1004253,4,1,310,316403,5045276,4,2,4620854.02,7,1,5,3,1,710,2,316403,5045276,310,4620854.02,316483,5042604,310,4620855.03,20.55,14.53,,T,T,AP,1,2,2,ET,590,0,,1,1,,1,,1,
7166,1004253,4,1,310,316403,5045276,4,2,4620854.02,7,1,5,3,1,1700,3,316483,5042604,310,4620855.03,316403,5045276,310,4620854.02,20.55,14.53,,,,AP,1,2,2,ET,590,0,,1,1,,1,,1,
7974,1004758,1,1,310,319011,5042256,5,2,4620855.04,40,2,1,1,1,715,6,319021,5042256,310,4620855.04,302222,5026343,543,4620828.03,23.06,25.62,T,T,T,AC,1,4,4,TR,600,1,,1,,,,,,
7975,1004758,1,1,310,319011,5042256,5,2,4620855.04,40,2,1,1,1,746,1,302222,5026343,543,4620828.03,299260,5039588,101,4620063,23.06,25.62,,,,AC,1,4,4,TR,600,1,,1,,,,,,
7976,1004758,1,1,310,319011,5042256,5,2,4620855.04,40,2,1,1,1,1630,6,299260,5039588,101,4620063,302222,5026343,543,4620828.03,23.06,25.62,,,,AC,1,4,4,TR,600,1,,1,,,,,,
7977,1004758,1,1,310,319011,5042256,5,2,4620855.04,40,2,1,1,1,1715,3,302222,5026343,543,4620828.03,319011,5042256,310,4620855.04,23.06,25.62,,,,AC,1,4,4,TR,600,1,,1,,,,,,
7978,1004758,2,1,310,319011,5042256,5,2,4620855.04,40,1,1,1,1,600,1,319011,5042266,310,4620855.04,0,0,999,,23.06,22.6,,T,T,AC,0,2,3,TR,630,1,,1,,,,,,
7979,1004758,2,1,310,319011,5042256,5,2,4620855.04,40,1,1,1,1,1630,3,0,0,999,,319011,5042256,310,4620855.04,23.06,22.6,,,,AC,0,2,3,TR,630,1,,1,,,,,,
7980,1004758,3,1,310,319011,5042256,5,2,4620855.04,11,1,5,3,1,715,2,319021,5042256,310,4620855.04,302222,5026343,543,4620828.03,23.06,21.7,,T,T,AP,0,2,3,ET,600,1,,1,,,,,,
7981,1004758,3,1,310,319011,5042256,5,2,4620855.04,11,1,5,3,1,1715,3,302222,5026343,543,4620828.03,319011,5042256,310,4620855.04,23.06,21.7,,,,AP,0,2,3,ET,600,1,,1,,,,,,
7982,1004758,4,1,310,319011,5042256,5,2,4620855.04,8,1,5,3,1,715,2,319021,5042256,310,4620855.04,302222,5026343,543,4620828.03,23.06,16.3,,T,T,AP,0,2,3,ET,600,1,,1,,,,,,
7983,1004758,4,1,310,319011,5042256,5,2,4620855.04,8,1,5,3,1,1715,3,302222,5026343,543,4620828.03,319011,5042256,310,4620855.04,23.06,16.3,,,,AP,0,2,3,ET,600,1,,1,,,,,,
7984,1004758,5,1,310,319011,5042256,5,2,4620855.04,6,2,5,3,1,715,2,319021,5042256,310,4620855.04,302222,5026343,543,4620828.03,23.06,27.25,,T,T,AP,0,2,3,ET,600,1,,1,,,,,,
7985,1004758,5,1,310,319011,5042256,5,2,4620855.04,6,2,5,3,1,1715,3,302222,5026343,543,4620828.03,319011,5042256,310,4620855.04,23.06,27.25,,,,AP,0,2,3,ET,600,1,,1,,,,,,
8432,1005026,1,1,310,320060,5044422,3,4,4620854.02,42,2,1,1,1,700,6,320060,5044422,310,4620854.02,326807,5048006,523,4620901.01,25.18,27.97,T,T,T,AC,2,4,3,TR,571,0,,1,,1,,1,1,
8433,1005026,1,1,310,320060,5044422,3,4,4620854.02,42,2,1,1,1,731,1,326807,5048006,523,4620901.01,0,0,999,,25.18,27.97,,,,AC,2,4,3,TR,571,0,,1,,1,,1,1,
8434,1005026,1,1,310,320060,5044422,3,4,4620854.02,42,2,1,1,1,1600,6,0,0,999,,326807,5048006,523,4620901.01,25.18,27.97,,,,AC,2,4,3,TR,571,0,,1,,1,,1,1,
8435,1005026,1,1,310,320060,5044422,3,4,4620854.02,42,2,1,1,1,1631,3,326807,5048006,523,4620901.01,320060,5044422,310,4620854.02,25.18,27.97,,,,AC,2,4,3,TR,571,0,,1,,1,,1,1,
8436,1005026,2,1,310,320060,5044422,3,4,4620854.02,54,1,1,1,1,700,1,320060,5044422,310,4620854.02,0,0,999,,25.18,21.14,,T,T,AC,1,2,2,TR,660,0,,1,1,,1,,1,
8437,1005026,2,1,310,320060,5044422,3,4,4620854.02,54,1,1,1,1,1800,3,0,0,999,,320060,5044422,310,4620854.02,25.18,21.14,,,,AC,1,2,2,TR,660,0,,1,1,,1,,1,
8438,1005026,3,1,310,320060,5044422,3,4,4620854.02,16,1,1,3,1,700,2,320060,5044422,310,4620854.02,326807,5048006,523,4620901.01,25.18,23.92,,T,T,AP,1,2,2,ET,570,0,,1,1,,1,,1,
8439,1005026,3,1,310,320060,5044422,3,4,4620854.02,16,1,1,3,1,1630,3,326807,5048006,523,4620901.01,320060,5044422,310,4620854.02,25.18,23.92,,,,AP,1,2,2,ET,570,0,,1,1,,1,,1,
9488,1005717,1,,310,315876,5044226,4,2,4620855.01,31,2,1,5,2,0,7,0,0,0,,0,0,0,,24.2,19.36,T,T,,,,,,,,,,,,,,,,
9489,1005717,2,1,310,315876,5044226,4,2,4620855.01,30,1,1,1,1,545,1,315876,5044226,310,4620855.01,301525,5050279,112,4620191,24.2,21.19,,T,T,AC,1,2,2,TR,315,0,,1,1,,1,,1,
9490,1005717,2,1,310,315876,5044226,4,2,4620855.01,30,1,1,1,1,1100,3,301525,5050279,112,4620191,315876,5044226,310,4620855.01,24.2,21.19,,,,AC,1,2,2,TR,315,0,,1,1,,1,,1,
9491,1005717,3,,310,315876,5044226,4,2,4620855.01,2,2,5,6,3,0,7,0,0,0,,0,0,0,,24.2,33.87,,T,,,,,,,,,,,,,,,,
9492,1005717,4,,310,315876,5044226,4,2,4620855.01,1,1,5,6,3,0,7,0,0,0,,0,0,0,,24.2,26.15,,T,,,,,,,,,,,,,,,,
9885,1005898,1,1,310,320047,5043663,4,3,4620854.02,39,2,1,1,1,530,1,320047,5043663,310,4620854.02,314986,5043118,310,4620855.01,24.13,26.11,T,T,T,AC,1,4,4,TR,585,0,,1,,1,1,,1,
9886,1005898,1,1,310,320047,5043663,4,3,4620854.02,39,2,1,1,1,1230,6,314986,5043118,310,4620855.01,306139,5048046,302,4620886.03,24.13,26.11,,,,AC,1,4,4,TR,585,0,,1,,1,1,,1,
9887,1005898,1,1,310,320047,5043663,4,3,4620854.02,39,2,1,1,1,1400,6,306139,5048046,302,4620886.03,319327,5041686,522,4620853.03,24.13,26.11,,,,AC,1,4,4,TR,585,0,,1,,1,1,,1,
9888,1005898,1,1,310,320047,5043663,4,3,4620854.02,39,2,1,1,1,1515,3,319327,5041686,522,4620853.03,320047,5043663,310,4620854.02,24.13,26.11,,,,AC,1,4,4,TR,585,0,,1,,1,1,,1,
9889,1005898,2,1,310,320047,5043663,4,3,4620854.02,37,1,1,1,1,630,1,320047,5043663,310,4620854.02,299312,5040033,101,4620062,24.13,26.11,,T,T,AC,1,2,2,TR,750,0,,1,1,,1,,1,
9890,1005898,2,1,310,320047,5043663,4,3,4620854.02,37,1,1,1,1,1900,3,299312,5040033,101,4620062,320047,5043663,310,4620854.02,24.13,26.11,,,,AC,1,2,2,TR,750,0,,1,1,,1,,1,
9891,1005898,3,,310,320047,5043663,4,3,4620854.02,4,2,5,6,3,0,7,0,0,0,,0,0,0,,24.13,33.77,,T,,,,,,,,,,,,,,,,
9892,1005898,4,,310,320047,5043663,4,3,4620854.02,1,2,5,6,3,0,7,0,0,0,,0,0,0,,24.13,33.77,,T,,,,,,,,,,,,,,,,
10084,1006060,1,,310,316418,5044748,2,2,4620854.02,70,1,2,2,2,0,7,0,0,0,,0,0,0,,18.12,17.21,T,T,,,,,,,,,,,,,,,,
10085,1006060,2,,310,316418,5044748,2,2,4620854.02,67,2,1,7,2,0,7,0,0,0,,0,0,0,,18.12,16.78,,T,,,,,,,,,,,,,,,,
10335,1006176,1,1,310,318315,5043800,3,3,4620854.01,67,2,1,2,1,1630,5,318315,5043800,310,4620854.01,318325,5047978,531,4620903.01,39.36,36.46,T,T,T,AC,1,2,2,MA,60,0,,1,1,,1,,,1
10336,1006176,1,1,310,318315,5043800,3,3,4620854.01,67,2,1,2,1,1730,3,318325,5047978,531,4620903.01,318315,5043800,310,4620854.01,39.36,36.46,,,,AC,1,2,2,MA,60,0,,1,1,,1,,,1
10337,1006176,2,1,310,318315,5043800,3,3,4620854.01,70,1,1,1,1,500,1,318315,5043800,310,4620854.01,301158,5044722,111,4620028,39.36,37.38,,T,T,AC,2,4,3,TR,750,0,,1,,1,,1,1,
10338,1006176,2,1,310,318315,5043800,3,3,4620854.01,70,1,1,1,1,1400,1,301158,5044722,111,4620028,300415,5040787,102,4620055.01,39.36,37.38,,,,AC,2,4,3,TR,750,0,,1,,1,,1,1,
10339,1006176,2,1,310,318315,5043800,3,3,4620854.01,70,1,1,1,1,1515,1,300415,5040787,102,4620055.01,301158,5044722,111,4620028,39.36,37.38,,,,AC,2,4,3,TR,750,0,,1,,1,,1,1,
10340,1006176,2,1,310,318315,5043800,3,3,4620854.01,70,1,1,1,1,1730,3,301158,5044722,111,4620028,318315,5043800,310,4620854.01,39.36,37.38,,,,AC,2,4,3,TR,750,0,,1,,1,,1,1,
10341,1006176,3,1,310,318315,5043800,3,3,4620854.01,27,2,1,5,1,1830,4,318315,5043800,310,4620854.01,293313,5047936,108,4620273,39.36,66.07,,T,T,AC,1,2,2,LS,120,0,,1,1,,1,,,1
10342,1006176,3,1,310,318315,5043800,3,3,4620854.01,27,2,1,5,1,2030,3,293313,5047936,108,4620273,318315,5043800,310,4620854.01,39.36,66.07,,,,AC,1,2,2,LS,120,0,,1,1,,1,,,1
11218,1006664,1,1,310,317450,5041857,2,2,4620855.03,45,1,1,1,1,800,1,317450,5041857,310,4620855.03,300085,5040161,101,4620069,19.86,20.59,T,T,T,AC,1,2,2,TR,660,0,,1,1,,1,,1,
11219,1006664,1,1,310,317450,5041857,2,2,4620855.03,45,1,1,1,1,1900,3,300085,5040161,101,4620069,317450,5041857,310,4620855.03,19.86,20.59,,,,AC,1,2,2,TR,660,0,,1,1,,1,,1,
11220,1006664,2,1,310,317450,5041857,2,2,4620855.03,44,2,1,1,1,800,1,317450,5041857,310,4620855.03,290483,5041607,119,4620418,19.86,22.06,,T,T,AC,1,2,2,TR,660,0,,1,1,,1,,1,
11221,1006664,2,1,310,317450,5041857,2,2,4620855.03,44,2,1,1,1,1900,3,290483,5041607,119,4620418,317450,5041857,310,4620855.03,19.86,22.06,,,,AC,1,2,2,TR,660,0,,1,1,,1,,1,
11726,1006911,1,1,310,318185,5042766,2,2,4620854.01,60,1,1,4,1,1000,4,318185,5042766,310,4620854.01,0,0,999,,14.02,20.02,T,T,T,AC,1,2,2,LS,360,0,,1,1,,1,,,1
11727,1006911,1,1,310,318185,5042766,2,2,4620854.01,60,1,1,4,1,1600,3,0,0,999,,318185,5042766,310,4620854.01,14.02,20.02,,,,AC,1,2,2,LS,360,0,,1,1,,1,,,1
11728,1006911,1,2,310,318185,5042766,2,2,4620854.01,60,1,1,4,1,1700,5,318185,5042766,310,4620854.01,319946,5043095,522,4620853.03,14.02,20.02,,,T,AC,1,2,2,MA,60,0,,1,1,,1,,,1
11729,1006911,1,2,310,318185,5042766,2,2,4620854.01,60,1,1,4,1,1800,3,319946,5043095,522,4620853.03,318185,5042766,310,4620854.01,14.02,20.02,,,,AC,1,2,2,MA,60,0,,1,1,,1,,,1
11730,1006911,2,1,310,318185,5042766,2,2,4620854.01,58,2,1,4,1,800,4,318185,5042766,310,4620854.01,316758,5043152,310,4620855.03,14.02,15.41,,T,T,AC,1,2,2,LS,75,0,,1,1,,1,,,1
11731,1006911,2,1,310,318185,5042766,2,2,4620854.01,58,2,1,4,1,915,3,316758,5043152,310,4620855.03,318185,5042766,310,4620854.01,14.02,15.41,,,,AC,1,2,2,LS,75,0,,1,1,,1,,,1
11732,1006911,2,2,310,318185,5042766,2,2,4620854.01,58,2,1,4,1,1000,4,318185,5042766,310,4620854.01,0,0,999,,14.02,15.41,,,T,AP,1,2,2,LS,360,0,,1,1,,1,,,1
11733,1006911,2,2,310,318185,5042766,2,2,4620854.01,58,2,1,4,1,1600,3,0,0,999,,318185,5042766,310,4620854.01,14.02,15.41,,,,AP,1,2,2,LS,360,0,,1,1,,1,,,1
11734,1006911,2,3,310,318185,5042766,2,2,4620854.01,58,2,1,4,1,1700,5,318185,5042766,310,4620854.01,319946,5043095,522,4620853.03,14.02,15.41,,,T,AP,1,2,2,MA,60,0,,1,1,,1,,,1
11735,1006911,2,3,310,318185,5042766,2,2,4620854.01,58,2,1,4,1,1800,3,319946,5043095,522,4620853.03,318185,5042766,310,4620854.01,14.02,15.41,,,,AP,1,2,2,MA,60,0,,1,1,,1,,,1
14950,1008753,1,,310,318370,5042281,2,2,4620854.01,56,1,1,1,2,0,7,0,0,0,,0,0,0,,23.32,17.78,T,T,,,,,,,,,,,,,,,,
14951,1008753,2,1,310,318370,5042281,2,2,4620854.01,49,2,1,1,1,700,1,318370,5042281,310,4620854.01,299203,5048917,110,4620195.01,23.32,22.15,,T,T,AC,1,2,2,TR,600,0,,1,1,,1,,1,
14952,1008753,2,1,310,318370,5042281,2,2,4620854.01,49,2,1,1,1,1700,3,299203,5048917,110,4620195.01,318370,5042281,310,4620854.01,23.32,22.15,,,,AC,1,2,2,TR,600,0,,1,1,,1,,1,
15282,1008928,1,1,310,317949,5043549,4,14,4620854.01,54,2,1,1,1,730,1,317949,5043549,310,4620854.01,288063,5033514,129,4620396,20.61,20.54,T,T,T,AP,1,2,2,TR,450,0,,1,1,,1,,1,
15283,1008928,1,1,310,317949,5043549,4,14,4620854.01,54,2,1,1,1,1500,3,288063,5033514,129,4620396,317949,5043549,310,4620854.01,20.61,20.54,,,,AP,1,2,2,TR,450,0,,1,1,,1,,1,
15284,1008928,1,2,310,317949,5043549,4,14,4620854.01,54,2,1,1,1,1700,4,317949,5043549,310,4620854.01,317089,5043520,310,4620854.02,20.61,20.54,,,T,VELO,1,2,2,LS,60,0,,1,1,,1,,,1
15285,1008928,1,2,310,317949,5043549,4,14,4620854.01,54,2,1,1,1,1800,3,317089,5043520,310,4620854.02,317949,5043549,310,4620854.01,20.61,20.54,,,,VELO,1,2,2,LS,60,0,,1,1,,1,,,1
15286,1008928,2,1,310,317949,5043549,4,14,4620854.01,22,1,1,3,1,730,2,317949,5043549,310,4620854.01,299954,5041427,101,4620059,20.61,24.85,,T,T,TC,1,2,2,ET,450,0,,1,1,,1,,1,
15287,1008928,2,1,310,317949,5043549,4,14,4620854.01,22,1,1,3,1,1500,3,299954,5041427,101,4620059,317949,5043549,310,4620854.01,20.61,24.85,,,,TC,1,2,2,ET,450,0,,1,1,,1,,1,
15288,1008928,2,2,310,317949,5043549,4,14,4620854.01,22,1,1,3,1,1700,4,317949,5043549,310,4620854.01,317089,5043520,310,4620854.02,20.61,24.85,,,T,VELO,1,2,2,LS,60,0,,1,1,,1,,,1
15289,1008928,2,2,310,317949,5043549,4,14,4620854.01,22,1,1,3,1,1800,3,317089,5043520,310,4620854.02,317949,5043549,310,4620854.01,20.61,24.85,,,,VELO,1,2,2,LS,60,0,,1,1,,1,,,1
15290,1008928,3,1,310,317949,5043549,4,14,4620854.01,20,1,1,3,1,745,2,317949,5043549,310,4620854.01,303207,5041826,304,4620864,20.61,24.85,,T,T,TC,1,2,2,ET,255,0,,1,1,,1,,1,
15291,1008928,3,1,310,317949,5043549,4,14,4620854.01,20,1,1,3,1,1200,3,303207,5041826,304,4620864,317949,5043549,310,4620854.01,20.61,24.85,,,,TC,1,2,2,ET,255,0,,1,1,,1,,1,
