,Unnamed: 0,ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint,walkscore,bikescore,transitscore,children,drivers,retired
9301,5104,297803,1182167,1,2.0,302,304483,5044377,1,0,4620885.0,60,2,1,2,1,1800,4,304483,5044377,302,4620885.0,304629,5044428,302,4620885.0,29.31,26.28,,,T,MARCHE,1.0,2.0,2.0,LS,30.0,0.0,,1.0,1.0,,1.0,,,1.0,71.0,93.0,,0,1,0
9302,5105,297804,1182167,1,2.0,302,304483,5044377,1,0,4620885.0,60,2,1,2,1,1830,3,304629,5044428,302,4620885.0,304483,5044377,302,4620885.0,29.31,26.28,,,,MARCHE,1.0,2.0,2.0,LS,30.0,0.0,,1.0,1.0,,1.0,,,1.0,71.0,93.0,,0,1,0
9303,5106,297933,1182247,1,1.0,302,307720,5046099,1,1,4620877.01,70,2,1,4,1,1000,5,307720,5046099,302,4620877.01,307215,5044133,302,4620874.0,29.5,29.3,T,T,T,AC,1.0,2.0,2.0,MA,105.0,0.0,,1.0,1.0,,1.0,,,1.0,14.0,68.0,,0,1,1
9304,5107,297934,1182247,1,1.0,302,307720,5046099,1,1,4620877.01,70,2,1,4,1,1145,3,307215,5044133,302,4620874.0,307720,5046099,302,4620877.01,29.5,29.3,,,,AC,1.0,2.0,2.0,MA,105.0,0.0,,1.0,1.0,,1.0,,,1.0,14.0,68.0,,0,1,1
9305,5108,297973,1182288,1,1.0,302,307487,5044263,2,1,4620877.01,70,1,1,4,1,1000,5,307487,5044263,302,4620877.01,306652,5043013,303,4620873.02,17.55,16.76,T,T,T,AC,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,57.0,85.0,,0,2,2
9306,5109,297974,1182288,1,1.0,302,307487,5044263,2,1,4620877.01,70,1,1,4,1,1030,3,306652,5043013,303,4620873.02,307487,5044263,302,4620877.01,17.55,16.76,,,,AC,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,57.0,85.0,,0,2,2
9307,5110,297975,1182288,2,,302,307487,5044263,2,1,4620877.01,68,2,1,4,2,0,7,0,0,0,,0,0,0,,17.55,13.69,,T,,,,,,,,,,,,,,,,,57.0,85.0,,0,2,2
9308,5111,298413,1182636,1,1.0,302,305906,5044646,3,2,4620877.02,59,1,1,1,1,800,1,305906,5044646,302,4620877.02,313442,5037958,307,4620857.1,14.98,14.48,T,T,T,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,57.0,87.0,,0,3,0
9309,5112,298414,1182636,1,1.0,302,305906,5044646,3,2,4620877.02,59,1,1,1,1,1700,3,313442,5037958,307,4620857.1,305906,5044646,302,4620877.02,14.98,14.48,,,,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,57.0,87.0,,0,3,0
9310,5113,298415,1182636,1,2.0,302,305906,5044646,3,2,4620877.02,59,1,1,1,1,1800,5,305906,5044646,302,4620877.02,306525,5044287,302,4620877.02,14.98,14.48,,,T,AC,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,57.0,87.0,,0,3,0
9311,5114,298416,1182636,1,2.0,302,305906,5044646,3,2,4620877.02,59,1,1,1,1,1830,3,306525,5044287,302,4620877.02,305906,5044646,302,4620877.02,14.98,14.48,,,,AC,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,57.0,87.0,,0,3,0
9312,5115,298417,1182636,2,1.0,302,305906,5044646,3,2,4620877.02,59,1,1,1,1,730,1,305906,5044646,302,4620877.02,299961,5041346,101,4620058.0,14.98,14.48,,T,T,TC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,57.0,87.0,,0,3,0
9313,5116,298418,1182636,2,1.0,302,305906,5044646,3,2,4620877.02,59,1,1,1,1,1700,3,299961,5041346,101,4620058.0,305906,5044646,302,4620877.02,14.98,14.48,,,,TC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,57.0,87.0,,0,3,0
9314,5117,298419,1182636,3,1.0,302,305906,5044646,3,2,4620877.02,19,1,1,3,1,730,2,305906,5044646,302,4620877.02,295976,5040416,105,4620126.0,14.98,14.95,,T,T,TC,1.0,2.0,2.0,ET,720.0,0.0,,1.0,1.0,,1.0,,1.0,,57.0,87.0,,0,3,0
9315,5118,298420,1182636,3,1.0,302,305906,5044646,3,2,4620877.02,19,1,1,3,1,1930,3,295976,5040416,105,4620126.0,305906,5044646,302,4620877.02,14.98,14.95,,,,TC,1.0,2.0,2.0,ET,720.0,0.0,,1.0,1.0,,1.0,,1.0,,57.0,87.0,,0,3,0
9316,5119,298708,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,530,1,308533,5042533,302,4620876.06,305746,5047515,302,4620886.01,18.11,19.49,T,T,T,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9317,5120,298709,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,610,6,305746,5047515,302,4620886.01,305746,5047515,302,4620886.01,18.11,19.49,,,,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9318,5121,298710,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,930,4,305746,5047515,302,4620886.01,307838,5039298,307,4620868.01,18.11,19.49,,,,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9319,5122,298711,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,1230,4,307838,5039298,307,4620868.01,307516,5037670,308,4620825.05,18.11,19.49,,,,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9320,5123,298712,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,1330,1,307516,5037670,308,4620825.05,305746,5047515,302,4620886.01,18.11,19.49,,,,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9321,5124,298713,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,1505,6,305746,5047515,302,4620886.01,305746,5047515,302,4620886.01,18.11,19.49,,,,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9322,5125,298714,1182853,1,1.0,302,308533,5042533,2,2,4620876.06,51,1,1,1,1,1840,3,305746,5047515,302,4620886.01,308533,5042533,302,4620876.06,18.11,19.49,,,,AC,4.0,7.0,4.0,TR,790.0,0.0,,1.0,,1.0,,1.0,1.0,,61.0,87.0,,0,2,0
9323,5126,298715,1182853,2,1.0,302,308533,5042533,2,2,4620876.06,54,2,1,1,1,700,1,308533,5042533,302,4620876.06,305861,5039705,306,4620861.0,18.11,15.72,,T,T,AC,1.0,2.0,2.0,TR,525.0,0.0,,1.0,1.0,,1.0,,1.0,,61.0,87.0,,0,2,0
9324,5127,298716,1182853,2,1.0,302,308533,5042533,2,2,4620876.06,54,2,1,1,1,1545,3,305861,5039705,306,4620861.0,308533,5042533,302,4620876.06,18.11,15.72,,,,AC,1.0,2.0,2.0,TR,525.0,0.0,,1.0,1.0,,1.0,,1.0,,61.0,87.0,,0,2,0
9325,5128,298717,1182853,2,2.0,302,308533,5042533,2,2,4620876.06,54,2,1,1,1,1840,4,308533,5042533,302,4620876.06,317172,5043462,310,4620854.02,18.11,15.72,,,T,AC,1.0,2.0,2.0,LS,200.0,0.0,,1.0,1.0,,1.0,,,1.0,61.0,87.0,,0,2,0
9326,5129,298718,1182853,2,2.0,302,308533,5042533,2,2,4620876.06,54,2,1,1,1,2200,3,317172,5043462,310,4620854.02,308533,5042533,302,4620876.06,18.11,15.72,,,,AC,1.0,2.0,2.0,LS,200.0,0.0,,1.0,1.0,,1.0,,,1.0,61.0,87.0,,0,2,0
9327,5130,299315,1183240,1,1.0,302,309396,5043086,3,2,4620876.04,45,1,1,1,1,500,1,309396,5043086,302,4620876.04,306962,5043423,302,4620874.0,21.92,21.6,T,T,T,AC,1.0,2.0,2.0,TR,555.0,0.0,,1.0,1.0,,1.0,,1.0,,11.0,66.0,,1,2,0
9328,5131,299316,1183240,1,1.0,302,309396,5043086,3,2,4620876.04,45,1,1,1,1,1415,3,306962,5043423,302,4620874.0,309396,5043086,302,4620876.04,21.92,21.6,,,,AC,1.0,2.0,2.0,TR,555.0,0.0,,1.0,1.0,,1.0,,1.0,,11.0,66.0,,1,2,0
9329,5132,299317,1183240,2,,302,309396,5043086,3,2,4620876.04,47,2,1,1,2,0,7,0,0,0,,0,0,0,,21.92,22.44,,T,,,,,,,,,,,,,,,,,11.0,66.0,,1,2,0
9330,5133,299318,1183240,3,1.0,302,309396,5043086,3,2,4620876.04,14,1,5,3,1,715,2,309396,5043086,302,4620876.04,305463,5044364,302,4620878.0,21.92,27.21,,T,T,BS,1.0,2.0,2.0,ET,475.0,0.0,,1.0,1.0,,1.0,,1.0,,11.0,66.0,,1,2,0
9331,5134,299319,1183240,3,1.0,302,309396,5043086,3,2,4620876.04,14,1,5,3,1,1510,3,305463,5044364,302,4620878.0,309396,5043086,302,4620876.04,21.92,27.21,,,,BS,1.0,2.0,2.0,ET,475.0,0.0,,1.0,1.0,,1.0,,1.0,,11.0,66.0,,1,2,0
9332,5135,299332,1183255,1,1.0,302,306349,5045991,3,2,4620886.02,56,2,1,7,1,1100,5,306349,5045991,302,4620886.02,314308,5040611,310,4620855.01,24.04,19.33,T,T,T,AC,1.0,2.0,2.0,MA,540.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,79.0,,0,3,0
9333,5136,299333,1183255,1,1.0,302,306349,5045991,3,2,4620886.02,56,2,1,7,1,2000,3,314308,5040611,310,4620855.01,306349,5045991,302,4620886.02,24.04,19.33,,,,AC,1.0,2.0,2.0,MA,540.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,79.0,,0,3,0
9334,5137,299334,1183255,2,1.0,302,306349,5045991,3,2,4620886.02,22,2,1,3,1,930,2,306349,5045991,302,4620886.02,298577,5039770,101,4620064.0,24.04,27.27,,T,T,TC,1.0,2.0,2.0,ET,810.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,79.0,,0,3,0
9335,5138,299335,1183255,2,1.0,302,306349,5045991,3,2,4620886.02,22,2,1,3,1,2300,3,298577,5039770,101,4620064.0,306349,5045991,302,4620886.02,24.04,27.27,,,,AP,1.0,2.0,2.0,ET,810.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,79.0,,0,3,0
9336,5139,299336,1183255,3,1.0,302,306349,5045991,3,2,4620886.02,57,1,1,1,1,745,1,306349,5045991,302,4620886.02,299874,5042849,102,4620049.0,24.04,23.24,,T,T,TC,1.0,2.0,2.0,TR,525.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,79.0,,0,3,0
9337,5140,299337,1183255,3,1.0,302,306349,5045991,3,2,4620886.02,57,1,1,1,1,1630,3,299874,5042849,102,4620049.0,306349,5045991,302,4620886.02,24.04,23.24,,,,TC,1.0,2.0,2.0,TR,525.0,0.0,,1.0,1.0,,1.0,,1.0,,36.0,79.0,,0,3,0
9338,5141,299556,1183422,1,1.0,302,309408,5044388,3,1,4620876.04,47,1,1,1,1,730,1,309408,5044388,302,4620876.04,0,0,999,,29.04,28.62,T,T,T,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9339,5142,299557,1183422,1,1.0,302,309408,5044388,3,1,4620876.04,47,1,1,1,1,1630,3,0,0,999,,309408,5044388,302,4620876.04,29.04,28.62,,,,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9340,5143,299558,1183422,1,2.0,302,309408,5044388,3,1,4620876.04,47,1,1,1,1,1900,6,309408,5044388,302,4620876.04,305273,5044003,302,4620878.0,29.04,28.62,,,T,AP,1.0,2.0,2.0,RC,16.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9341,5144,299559,1183422,1,2.0,302,309408,5044388,3,1,4620876.04,47,1,1,1,1,1916,3,305273,5044003,302,4620878.0,309408,5044388,302,4620876.04,29.04,28.62,,,,AC,1.0,2.0,2.0,RC,16.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9342,5145,299560,1183422,2,1.0,302,309408,5044388,3,1,4620876.04,19,1,1,3,1,1000,2,309408,5044388,302,4620876.04,305273,5044003,302,4620878.0,29.04,28.98,,T,T,VELO,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9343,5146,299561,1183422,2,1.0,302,309408,5044388,3,1,4620876.04,19,1,1,3,1,1800,3,305273,5044003,302,4620878.0,309408,5044388,302,4620876.04,29.04,28.98,,,,VELO,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9344,5147,299562,1183422,3,1.0,302,309408,5044388,3,1,4620876.04,17,2,1,3,1,730,2,309408,5044388,302,4620876.04,305273,5044003,302,4620878.0,29.04,31.87,,T,T,TC,1.0,2.0,2.0,ET,390.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9345,5148,299563,1183422,3,1.0,302,309408,5044388,3,1,4620876.04,17,2,1,3,1,1400,3,305273,5044003,302,4620878.0,309408,5044388,302,4620876.04,29.04,31.87,,,,TC,1.0,2.0,2.0,ET,390.0,0.0,,1.0,1.0,,1.0,,1.0,,15.0,49.0,,1,3,0
9346,5149,299564,1183422,3,2.0,302,309408,5044388,3,1,4620876.04,17,2,1,3,1,1900,4,309408,5044388,302,4620876.04,305273,5044003,302,4620878.0,29.04,31.87,,,T,AC,1.0,2.0,2.0,LS,180.0,0.0,,1.0,1.0,,1.0,,,1.0,15.0,49.0,,1,3,0
9347,5150,299565,1183422,3,2.0,302,309408,5044388,3,1,4620876.04,17,2,1,3,1,2200,3,305273,5044003,302,4620878.0,309408,5044388,302,4620876.04,29.04,31.87,,,,TC,1.0,2.0,2.0,LS,180.0,0.0,,1.0,1.0,,1.0,,,1.0,15.0,49.0,,1,3,0
9348,5151,299566,1183438,1,1.0,302,309574,5041846,5,4,4620876.07,56,1,1,2,1,610,6,309574,5041846,302,4620876.07,303082,5042790,301,4620884.01,18.72,18.1,T,T,T,AC,1.0,3.0,3.0,TR,110.0,0.0,,1.0,,1.0,1.0,,1.0,,28.0,77.0,,0,5,0
9349,5152,299567,1183438,1,1.0,302,309574,5041846,5,4,4620876.07,56,1,1,2,1,626,1,303082,5042790,301,4620884.01,312837,5038877,307,4620857.08,18.72,18.1,,,,AC,1.0,3.0,3.0,TR,110.0,0.0,,1.0,,1.0,1.0,,1.0,,28.0,77.0,,0,5,0
9350,5153,299568,1183438,1,1.0,302,309574,5041846,5,4,4620876.07,56,1,1,2,1,800,3,312837,5038877,307,4620857.08,309574,5041846,302,4620876.07,18.72,18.1,,,,AC,1.0,3.0,3.0,TR,110.0,0.0,,1.0,,1.0,1.0,,1.0,,28.0,77.0,,0,5,0
9351,5154,299569,1183438,1,2.0,302,309574,5041846,5,4,4620876.07,56,1,1,2,1,1730,1,309574,5041846,302,4620876.07,309429,5047788,309,4620887.07,18.72,18.1,,,T,AC,1.0,2.0,2.0,TR,150.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9352,5155,299570,1183438,1,2.0,302,309574,5041846,5,4,4620876.07,56,1,1,2,1,2000,3,309429,5047788,309,4620887.07,309574,5041846,302,4620876.07,18.72,18.1,,,,AC,1.0,2.0,2.0,TR,150.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9353,5156,299571,1183438,2,,302,309574,5041846,5,4,4620876.07,51,2,1,1,2,0,7,0,0,0,,0,0,0,,18.72,16.25,,T,,,,,,,,,,,,,,,,,28.0,77.0,,0,5,0
9354,5157,299572,1183438,3,1.0,302,309574,5041846,5,4,4620876.07,19,2,1,3,1,610,2,309574,5041846,302,4620876.07,299362,5040662,101,4620062.0,18.72,20.54,,T,T,KR,1.0,2.0,2.0,ET,380.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9355,5158,299573,1183438,3,1.0,302,309574,5041846,5,4,4620876.07,19,2,1,3,1,1230,3,299362,5040662,101,4620062.0,309574,5041846,302,4620876.07,18.72,20.54,,,,KR,1.0,2.0,2.0,ET,380.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9356,5159,299574,1183438,4,1.0,302,309574,5041846,5,4,4620876.07,23,1,1,3,1,1430,2,309574,5041846,302,4620876.07,297438,5043300,106,4620172.0,18.72,23.18,,T,T,AC,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9357,5160,299575,1183438,4,1.0,302,309574,5041846,5,4,4620876.07,23,1,1,3,1,2230,3,297438,5043300,106,4620172.0,309574,5041846,302,4620876.07,18.72,23.18,,,,AC,1.0,2.0,2.0,ET,480.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9358,5161,299576,1183438,5,1.0,302,309574,5041846,5,4,4620876.07,22,1,1,2,1,1730,1,309574,5041846,302,4620876.07,309429,5047788,309,4620887.07,18.72,23.18,,T,T,AP,1.0,2.0,2.0,TR,150.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9359,5162,299577,1183438,5,1.0,302,309574,5041846,5,4,4620876.07,22,1,1,2,1,2000,3,309429,5047788,309,4620887.07,309574,5041846,302,4620876.07,18.72,23.18,,,,AP,1.0,2.0,2.0,TR,150.0,0.0,,1.0,1.0,,1.0,,1.0,,28.0,77.0,,0,5,0
9360,5163,299624,1183478,1,1.0,302,308680,5044231,2,1,4620876.05,71,2,1,4,1,1400,5,308680,5044231,302,4620876.05,312033,5048180,309,4620888.01,17.55,17.43,T,T,T,AC,1.0,2.0,2.0,MA,28.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,83.0,,0,1,2
9361,5164,299625,1183478,1,1.0,302,308680,5044231,2,1,4620876.05,71,2,1,4,1,1428,3,312033,5048180,309,4620888.01,308680,5044231,302,4620876.05,17.55,17.43,,,,AC,1.0,2.0,2.0,MA,28.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,83.0,,0,1,2
9362,5165,299626,1183478,2,1.0,302,308680,5044231,2,1,4620876.05,67,1,2,4,1,1400,5,308680,5044231,302,4620876.05,312033,5048180,309,4620888.01,17.55,12.51,,T,T,AP,1.0,2.0,2.0,MA,28.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,83.0,,0,1,2
9363,5166,299627,1183478,2,1.0,302,308680,5044231,2,1,4620876.05,67,1,2,4,1,1428,3,312033,5048180,309,4620888.01,308680,5044231,302,4620876.05,17.55,12.51,,,,AP,1.0,2.0,2.0,MA,28.0,0.0,,1.0,1.0,,1.0,,,1.0,36.0,83.0,,0,1,2
9364,5167,300184,1183923,1,1.0,302,308593,5043695,2,4,4620876.05,60,2,1,4,1,1200,5,308593,5043695,302,4620876.05,307826,5042294,303,4620870.02,18.91,16.95,T,T,T,AC,1.0,2.0,2.0,MA,5.0,0.0,,1.0,1.0,,1.0,,,1.0,24.0,80.0,,0,2,1
9365,5168,300185,1183923,1,1.0,302,308593,5043695,2,4,4620876.05,60,2,1,4,1,1205,3,307826,5042294,303,4620870.02,308593,5043695,302,4620876.05,18.91,16.95,,,,AC,1.0,2.0,2.0,MA,5.0,0.0,,1.0,1.0,,1.0,,,1.0,24.0,80.0,,0,2,1
9366,5169,300186,1183923,2,1.0,302,308593,5043695,2,4,4620876.05,60,1,1,1,1,615,1,308593,5043695,302,4620876.05,302638,5040334,102,4620040.0,18.91,14.16,,T,T,AC,1.0,2.0,2.0,TR,585.0,0.0,,1.0,1.0,,1.0,,1.0,,24.0,80.0,,0,2,1
9367,5170,300187,1183923,2,1.0,302,308593,5043695,2,4,4620876.05,60,1,1,1,1,1600,3,302638,5040334,102,4620040.0,308593,5043695,302,4620876.05,18.91,14.16,,,,AC,1.0,2.0,2.0,TR,585.0,0.0,,1.0,1.0,,1.0,,1.0,,24.0,80.0,,0,2,1
9368,5171,300446,1184049,1,,302,306735,5048434,2,1,4620886.03,88,2,2,4,2,0,7,0,0,0,,0,0,0,,16.03,15.92,T,T,,,,,,,,,,,,,,,,,27.0,72.0,,0,1,2
9369,5172,300447,1184049,2,1.0,302,306735,5048434,2,1,4620886.03,63,2,1,4,1,1400,5,306735,5048434,302,4620886.03,306712,5046895,302,4620886.01,16.03,14.37,,T,T,AC,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,27.0,72.0,,0,1,2
9370,5173,300448,1184049,2,1.0,302,306735,5048434,2,1,4620886.03,63,2,1,4,1,1500,3,306712,5046895,302,4620886.01,306735,5048434,302,4620886.03,16.03,14.37,,,,AC,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,27.0,72.0,,0,1,2
9371,5174,300849,1184344,1,,302,308183,5043711,2,1,4620876.05,72,2,1,4,2,0,7,0,0,0,,0,0,0,,16.28,16.17,T,T,,,,,,,,,,,,,,,,,44.0,85.0,,0,2,2
9372,5175,300850,1184344,2,,302,308183,5043711,2,1,4620876.05,72,1,1,4,2,0,7,0,0,0,,0,0,0,,16.28,15.55,,T,,,,,,,,,,,,,,,,,44.0,85.0,,0,2,2
9373,5176,301133,1184519,1,1.0,302,308882,5041776,1,1,4620876.07,69,2,1,4,1,800,6,308882,5041776,302,4620876.07,307748,5042391,302,4620876.01,30.64,23.89,T,T,T,AC,1.0,4.0,4.0,AT,330.0,0.0,,1.0,,1.0,1.0,,,1.0,67.0,85.0,,0,1,1
9374,5177,301134,1184519,1,1.0,302,308882,5041776,1,1,4620876.07,69,2,1,4,1,815,6,307748,5042391,302,4620876.01,304915,5041795,301,4620882.0,30.64,23.89,,,,AC,1.0,4.0,4.0,AT,330.0,0.0,,1.0,,1.0,1.0,,,1.0,67.0,85.0,,0,1,1
9375,5178,301135,1184519,1,1.0,302,308882,5041776,1,1,4620876.07,69,2,1,4,1,1200,6,304915,5041795,301,4620882.0,304914,5045481,302,4620885.0,30.64,23.89,,,,AC,1.0,4.0,4.0,AT,330.0,0.0,,1.0,,1.0,1.0,,,1.0,67.0,85.0,,0,1,1
9376,5179,301136,1184519,1,1.0,302,308882,5041776,1,1,4620876.07,69,2,1,4,1,1330,3,304914,5045481,302,4620885.0,308882,5041776,302,4620876.07,30.64,23.89,,,,AC,1.0,4.0,4.0,AT,330.0,0.0,,1.0,,1.0,1.0,,,1.0,67.0,85.0,,0,1,1
9377,5180,301371,1184754,1,1.0,302,306541,5044556,5,2,4620877.02,38,1,1,1,1,1000,5,306541,5044556,302,4620877.02,306913,5063957,611,4620675.0,18.83,19.83,T,T,T,AC,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9378,5181,301372,1184754,1,1.0,302,306541,5044556,5,2,4620877.02,38,1,1,1,1,1200,3,306913,5063957,611,4620675.0,306541,5044556,302,4620877.02,18.83,19.83,,,,AC,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9379,5182,301373,1184754,2,1.0,302,306541,5044556,5,2,4620877.02,38,2,1,1,1,1000,5,306541,5044556,302,4620877.02,306913,5063957,611,4620675.0,18.83,17.99,,T,T,AP,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9380,5183,301374,1184754,2,1.0,302,306541,5044556,5,2,4620877.02,38,2,1,1,1,1200,3,306913,5063957,611,4620675.0,306541,5044556,302,4620877.02,18.83,17.99,,,,AC,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9381,5184,301375,1184754,3,1.0,302,306541,5044556,5,2,4620877.02,7,1,5,3,1,1000,5,306541,5044556,302,4620877.02,306913,5063957,611,4620675.0,18.83,15.5,,T,T,AP,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9382,5185,301376,1184754,3,1.0,302,306541,5044556,5,2,4620877.02,7,1,5,3,1,1200,3,306913,5063957,611,4620675.0,306541,5044556,302,4620877.02,18.83,15.5,,,,AP,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9383,5186,301377,1184754,4,1.0,302,306541,5044556,5,2,4620877.02,5,2,5,3,1,1000,5,306541,5044556,302,4620877.02,306913,5063957,611,4620675.0,18.83,18.28,,T,T,AP,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9384,5187,301378,1184754,4,1.0,302,306541,5044556,5,2,4620877.02,5,2,5,3,1,1200,3,306913,5063957,611,4620675.0,306541,5044556,302,4620877.02,18.83,18.28,,,,AP,1.0,2.0,2.0,MA,120.0,0.0,,1.0,1.0,,1.0,,,1.0,52.0,85.0,,3,2,0
9385,5188,301379,1184754,5,,302,306541,5044556,5,2,4620877.02,3,2,5,6,3,0,7,0,0,0,,0,0,0,,18.83,32.0,,T,,,,,,,,,,,,,,,,,52.0,85.0,,3,2,0
9386,5189,301531,1184852,1,1.0,302,308875,5042377,4,2,4620876.06,46,2,1,1,1,640,1,308875,5042377,302,4620876.06,300309,5040511,102,4620055.01,20.96,21.46,T,T,T,KR,1.0,2.0,2.0,TR,560.0,0.0,,1.0,1.0,,1.0,,1.0,,19.0,74.0,,0,4,0
9387,5190,301532,1184852,1,1.0,302,308875,5042377,4,2,4620876.06,46,2,1,1,1,1600,3,300309,5040511,102,4620055.01,308875,5042377,302,4620876.06,20.96,21.46,,,,KR,1.0,2.0,2.0,TR,560.0,0.0,,1.0,1.0,,1.0,,1.0,,19.0,74.0,,0,4,0
9388,5191,301533,1184852,2,1.0,302,308875,5042377,4,2,4620876.06,44,1,1,1,1,1030,6,308875,5042377,302,4620876.06,320615,5043940,522,4620853.02,20.96,19.67,,T,T,AC,1.0,2.0,2.0,AT,60.0,0.0,,1.0,1.0,,1.0,,,1.0,19.0,74.0,,0,4,0
9389,5192,301534,1184852,2,1.0,302,308875,5042377,4,2,4620876.06,44,1,1,1,1,1130,3,320615,5043940,522,4620853.02,308875,5042377,302,4620876.06,20.96,19.67,,,,AC,1.0,2.0,2.0,AT,60.0,0.0,,1.0,1.0,,1.0,,,1.0,19.0,74.0,,0,4,0
9390,5193,301535,1184852,3,1.0,302,308875,5042377,4,2,4620876.06,20,1,1,3,1,700,2,308875,5042377,302,4620876.06,299955,5041627,101,4620051.0,20.96,25.95,,T,T,TC,1.0,2.0,2.0,ET,660.0,0.0,,1.0,1.0,,1.0,,1.0,,19.0,74.0,,0,4,0
