ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint
121389,54342,3,1,309,307424,5049801,4,1,4620887.03,29,1,1,1,1,1600,3,298510,5040468,102,4620129.02,307424,5049801,309,4620887.03,22.45,25.57,,,,TC,1,2,2,MA,60,0,,1,1,,1,,,1
121390,54342,4,,309,307424,5049801,4,1,4620887.03,55,1,1,4,2,0,0,0,0,0,,0,0,0,,22.45,22.66,,T,,,,,,,,,,,,,,,,
132592,58757,1,1,309,311102,5048578,4,2,4620887.02,28,2,1,1,1,800,6,311102,5048578,309,4620887.02,308770,5047730,309,4620887.02,18.48,20.23,T,T,T,AC,3,6,4,TR,520,0,,1,,1,,1,1,
132593,58757,1,1,309,311102,5048578,4,2,4620887.02,28,2,1,1,1,805,6,308770,5047730,309,4620887.02,307860,5050401,309,4620887.03,18.48,20.23,,,,AC,3,6,4,TR,520,0,,1,,1,,1,1,
132594,58757,1,1,309,311102,5048578,4,2,4620887.02,28,2,1,1,1,820,1,307860,5050401,309,4620887.03,309757,5050170,309,4620887.04,18.48,20.23,,,,AC,3,6,4,TR,520,0,,1,,1,,1,1,
132595,58757,1,1,309,311102,5048578,4,2,4620887.02,28,2,1,1,1,1615,6,309757,5050170,309,4620887.04,307860,5050401,309,4620887.03,18.48,20.23,,,,AC,3,6,4,TR,520,0,,1,,1,,1,1,
132596,58757,1,1,309,311102,5048578,4,2,4620887.02,28,2,1,1,1,1630,6,307860,5050401,309,4620887.03,308770,5047730,309,4620887.02,18.48,20.23,,,,AC,3,6,4,TR,520,0,,1,,1,,1,1,
132597,58757,1,1,309,311102,5048578,4,2,4620887.02,28,2,1,1,1,1640,3,308770,5047730,309,4620887.02,311102,5048578,309,4620887.02,18.48,20.23,,,,AC,3,6,4,TR,520,0,,1,,1,,1,1,
132598,58757,2,1,309,311102,5048578,4,2,4620887.02,30,1,1,1,1,730,6,311102,5048578,309,4620887.02,311102,5048578,309,4620887.02,18.48,21.06,,T,T,AC,0,1,2,TR,60,0,1,,,,,,,
132599,58757,3,1,309,311102,5048578,4,2,4620887.02,7,2,5,3,1,800,2,311102,5048578,309,4620887.02,308770,5047730,309,4620887.02,18.48,19.42,,T,T,AP,1,2,2,ET,510,0,,1,1,,1,,1,
132600,58757,3,1,309,311102,5048578,4,2,4620887.02,7,2,5,3,1,1630,3,308770,5047730,309,4620887.02,311102,5048578,309,4620887.02,18.48,19.42,,,,AP,1,2,2,ET,510,0,,1,1,,1,,1,
132601,58757,4,,309,311102,5048578,4,2,4620887.02,2,2,5,6,3,0,0,0,0,0,,0,0,0,,18.48,19.42,,T,,,,,,,,,,,,,,,,
139031,61214,1,1,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,640,6,309938,5049202,309,4620887.02,299788,5040244,101,4620062.00,19.19,19.38,T,T,T,AC,1,2,2,RC,30,0,,1,1,,1,,1,
139032,61214,1,1,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,710,3,299788,5040244,101,4620062.00,309938,5049202,309,4620887.02,19.19,19.38,,,,AC,1,2,2,RC,30,0,,1,1,,1,,1,
139033,61214,1,2,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1045,5,309938,5049202,309,4620887.02,309499,5047692,309,4620887.02,19.19,19.38,,,T,AC,1,2,2,MA,30,0,,1,1,,1,,,1
139034,61214,1,2,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1115,3,309499,5047692,309,4620887.02,309938,5049202,309,4620887.02,19.19,19.38,,,,AC,1,2,2,MA,30,0,,1,1,,1,,,1
139035,61214,1,3,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1130,6,309938,5049202,309,4620887.02,300805,5041128,102,4620055.01,19.19,19.38,,,T,AC,1,2,2,AT,15,0,,1,1,,1,,,1
139036,61214,1,3,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1145,3,300805,5041128,102,4620055.01,309938,5049202,309,4620887.02,19.19,19.38,,,,AC,1,2,2,AT,15,0,,1,1,,1,,,1
139037,61214,1,4,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1400,5,309938,5049202,309,4620887.02,310722,5047619,309,4620887.02,19.19,19.38,,,T,AC,1,2,2,MA,15,0,,1,1,,1,,,1
139038,61214,1,4,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1415,3,310722,5047619,309,4620887.02,309938,5049202,309,4620887.02,19.19,19.38,,,,AC,1,2,2,MA,15,0,,1,1,,1,,,1
139039,61214,1,5,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1845,6,309938,5049202,309,4620887.02,299788,5040244,101,4620062.00,19.19,19.38,,,T,AC,1,2,2,RC,35,0,,1,1,,1,,1,
139040,61214,1,5,309,309938,5049202,4,2,4620887.02,61,1,1,4,1,1920,3,299788,5040244,101,4620062.00,309938,5049202,309,4620887.02,19.19,19.38,,,,AC,1,2,2,RC,35,0,,1,1,,1,,1,
139041,61214,2,1,309,309938,5049202,4,2,4620887.02,54,2,1,1,1,640,1,309938,5049202,309,4620887.02,299788,5040244,101,4620062.00,19.19,18.31,,T,T,AP,1,2,2,TR,760,0,,1,1,,1,,1,
139042,61214,2,1,309,309938,5049202,4,2,4620887.02,54,2,1,1,1,1920,3,299788,5040244,101,4620062.00,309938,5049202,309,4620887.02,19.19,18.31,,,,AP,1,2,2,TR,760,0,,1,1,,1,,1,
139043,61214,3,1,309,309938,5049202,4,2,4620887.02,88,1,2,4,1,1045,5,309938,5049202,309,4620887.02,309499,5047692,309,4620887.02,19.19,18.61,,T,T,AP,1,2,2,MA,30,0,,1,1,,1,,,1
139044,61214,3,1,309,309938,5049202,4,2,4620887.02,88,1,2,4,1,1115,3,309499,5047692,309,4620887.02,309938,5049202,309,4620887.02,19.19,18.61,,,,AP,1,2,2,MA,30,0,,1,1,,1,,,1
139045,61214,3,2,309,309938,5049202,4,2,4620887.02,88,1,2,4,1,1130,5,309938,5049202,309,4620887.02,308437,5051492,309,4620887.04,19.19,18.61,,,T,AP,1,2,2,MA,15,0,,1,1,,1,,,1
139046,61214,3,2,309,309938,5049202,4,2,4620887.02,88,1,2,4,1,1145,3,308437,5051492,309,4620887.04,309938,5049202,309,4620887.02,19.19,18.61,,,,AP,1,2,2,MA,15,0,,1,1,,1,,,1
139047,61214,4,1,309,309938,5049202,4,2,4620887.02,26,2,1,3,1,1100,5,309938,5049202,309,4620887.02,314252,5040625,310,4620855.01,19.19,21.01,,T,T,AC,1,2,2,MA,30,0,,1,1,,1,,,1
139048,61214,4,1,309,309938,5049202,4,2,4620887.02,26,2,1,3,1,1130,3,314252,5040625,310,4620855.01,309938,5049202,309,4620887.02,19.19,21.01,,,,AC,1,2,2,MA,30,0,,1,1,,1,,,1
139049,61214,4,2,309,309938,5049202,4,2,4620887.02,26,2,1,3,1,1310,2,309938,5049202,309,4620887.02,300078,5041503,101,4620058.00,19.19,21.01,,,T,PR,1,2,2,ET,470,0,,1,1,,1,,1,
139050,61214,4,2,309,309938,5049202,4,2,4620887.02,26,2,1,3,1,2100,3,300078,5041503,101,4620058.00,309938,5049202,309,4620887.02,19.19,21.01,,,,PR,1,2,2,ET,470,0,,1,1,,1,,1,
139051,61215,1,1,309,309594,5049663,1,1,4620887.02,51,2,1,5,1,1615,4,309594,5049663,309,4620887.02,293339,5062260,622,4620700.04,18.31,17.48,T,T,T,AP,1,2,2,LS,465,0,,1,1,,1,,,1
139052,61215,1,1,309,309594,5049663,1,1,4620887.02,51,2,1,5,1,2400,3,293339,5062260,622,4620700.04,309594,5049663,309,4620887.02,18.31,17.48,,,,AC,1,2,2,LS,465,0,,1,1,,1,,,1
139053,61216,1,1,309,309555,5049660,4,2,4620887.02,41,2,1,7,1,800,6,309555,5049660,309,4620887.02,309848,5058364,532,4620904.02,19.65,19.84,T,T,T,AC,1,3,3,RC,480,0,,1,,1,1,,1,
139054,61216,1,1,309,309555,5049660,4,2,4620887.02,41,2,1,7,1,820,4,309848,5058364,532,4620904.02,378140,4997503,999,,19.65,19.84,,,,AC,1,3,3,RC,480,0,,1,,1,1,,1,
139055,61216,1,1,309,309555,5049660,4,2,4620887.02,41,2,1,7,1,1600,3,378140,4997503,999,,309555,5049660,309,4620887.02,19.65,19.84,,,,AC,1,3,3,RC,480,0,,1,,1,1,,1,
139056,61216,2,1,309,309555,5049660,4,2,4620887.02,43,1,1,1,1,730,1,309555,5049660,309,4620887.02,309061,5066674,611,4620677.01,19.65,19.04,,T,T,AC,1,2,2,TR,780,0,,1,1,,1,,1,
139057,61216,2,1,309,309555,5049660,4,2,4620887.02,43,1,1,1,1,2030,3,309061,5066674,611,4620677.01,309555,5049660,309,4620887.02,19.65,19.04,,,,AC,1,2,2,TR,780,0,,1,1,,1,,1,
139058,61216,3,1,309,309555,5049660,4,2,4620887.02,9,2,5,3,1,800,2,309555,5049660,309,4620887.02,309848,5058364,532,4620904.02,19.65,20.64,,T,T,AP,1,2,2,ET,510,0,,1,1,,1,,1,
139059,61216,3,1,309,309555,5049660,4,2,4620887.02,9,2,5,3,1,1630,3,309848,5058364,532,4620904.02,309555,5049660,309,4620887.02,19.65,20.64,,,,AP,1,2,2,ET,510,0,,1,1,,1,,1,
139060,61216,4,1,309,309555,5049660,4,2,4620887.02,6,1,5,3,1,800,2,309555,5049660,309,4620887.02,309848,5058364,532,4620904.02,19.65,20.64,,T,T,AP,1,2,2,ET,510,0,,1,1,,1,,1,
139061,61216,4,1,309,309555,5049660,4,2,4620887.02,6,1,5,3,1,1630,3,309848,5058364,532,4620904.02,309555,5049660,309,4620887.02,19.65,20.64,,,,AP,1,2,2,ET,510,0,,1,1,,1,,1,
139062,61217,1,1,309,309563,5049681,2,2,4620887.02,56,2,1,2,1,1300,4,309563,5049681,309,4620887.02,309757,5050170,309,4620887.04,19.19,18.31,T,T,T,AC,1,4,4,LS,420,0,,1,,1,1,,,1
139063,61217,1,1,309,309563,5049681,2,2,4620887.02,56,2,1,2,1,1530,4,309757,5050170,309,4620887.04,308252,5052412,309,4620889.01,19.19,18.31,,,,AC,1,4,4,LS,420,0,,1,,1,1,,,1
139064,61217,1,1,309,309563,5049681,2,2,4620887.02,56,2,1,2,1,1900,4,308252,5052412,309,4620889.01,308938,5051219,309,4620888.00,19.19,18.31,,,,AC,1,4,4,LS,420,0,,1,,1,1,,,1
139065,61217,1,1,309,309563,5049681,2,2,4620887.02,56,2,1,2,1,2000,3,308938,5051219,309,4620888.00,309563,5049681,309,4620887.02,19.19,18.31,,,,AC,1,4,4,LS,420,0,,1,,1,1,,,1
139066,61217,2,1,309,309563,5049681,2,2,4620887.02,59,1,1,1,1,600,1,309563,5049681,309,4620887.02,302362,5049035,112,4620010.00,19.19,19.38,,T,T,AC,1,2,2,TR,660,0,,1,1,,1,,1,
139067,61217,2,1,309,309563,5049681,2,2,4620887.02,59,1,1,1,1,1700,3,302362,5049035,112,4620010.00,309563,5049681,309,4620887.02,19.19,19.38,,,,AC,1,2,2,TR,660,0,,1,1,,1,,1,
139068,61218,1,1,309,309474,5049761,4,2,4620887.02,39,1,1,1,1,1030,1,309474,5049761,309,4620887.02,332548,5098376,999,,19.65,19.04,T,T,T,AC,1,2,2,TR,540,0,,1,1,,1,,1,
139069,61218,1,1,309,309474,5049761,4,2,4620887.02,39,1,1,1,1,1930,3,332548,5098376,999,,309474,5049761,309,4620887.02,19.65,19.04,,,,AC,1,2,2,TR,540,0,,1,1,,1,,1,
139070,61218,2,1,309,309474,5049761,4,2,4620887.02,29,2,1,5,1,830,6,309474,5049761,309,4620887.02,308120,5043403,302,4620876.01,19.65,21.5,,T,T,AC,1,2,2,RC,15,0,,1,1,,1,,1,
139071,61218,2,1,309,309474,5049761,4,2,4620887.02,29,2,1,5,1,845,3,308120,5043403,302,4620876.01,309474,5049761,309,4620887.02,19.65,21.5,,,,AC,1,2,2,RC,15,0,,1,1,,1,,1,
139072,61218,2,2,309,309474,5049761,4,2,4620887.02,29,2,1,5,1,1530,6,309474,5049761,309,4620887.02,308120,5043403,302,4620876.01,19.65,21.5,,,T,AC,1,2,2,RC,15,0,,1,1,,1,,1,
139073,61218,2,2,309,309474,5049761,4,2,4620887.02,29,2,1,5,1,1545,3,308120,5043403,302,4620876.01,309474,5049761,309,4620887.02,19.65,21.5,,,,AC,1,2,2,RC,15,0,,1,1,,1,,1,
139074,61218,3,,309,309474,5049761,4,2,4620887.02,0,2,5,6,3,0,0,0,0,0,,0,0,0,,19.65,20.64,,T,,,,,,,,,,,,,,,,
139075,61218,4,,309,309474,5049761,4,2,4620887.02,0,1,5,6,3,0,0,0,0,0,,0,0,0,,19.65,20.64,,T,,,,,,,,,,,,,,,,
139076,61220,1,,309,309194,5049579,2,2,4620887.03,60,2,1,1,2,0,0,0,0,0,,0,0,0,,23.56,22.48,T,T,,,,,,,,,,,,,,,,
139077,61220,2,1,309,309194,5049579,2,2,4620887.03,60,1,1,1,1,630,1,309194,5049579,309,4620887.03,298186,5049745,117,4620605.05,23.56,23.79,,T,T,AC,1,2,2,TR,750,0,,1,1,,1,,1,
139078,61220,2,1,309,309194,5049579,2,2,4620887.03,60,1,1,1,1,1900,3,298186,5049745,117,4620605.05,309194,5049579,309,4620887.03,23.56,23.79,,,,AC,1,2,2,TR,750,0,,1,1,,1,,1,
139079,61221,1,1,309,309414,5049815,2,2,4620887.02,55,1,1,1,1,1000,1,309414,5049815,309,4620887.02,309453,5049897,309,4620887.04,19.65,19.83,T,T,T,AC,1,2,2,TR,480,0,,1,1,,1,,1,
139080,61221,1,1,309,309414,5049815,2,2,4620887.02,55,1,1,1,1,1800,3,309453,5049897,309,4620887.04,309414,5049815,309,4620887.02,19.65,19.83,,,,AC,1,2,2,TR,480,0,,1,1,,1,,1,
139081,61221,2,1,309,309414,5049815,2,2,4620887.02,50,2,1,1,1,900,1,309414,5049815,309,4620887.02,307847,5048209,302,4620886.01,19.65,18.75,,T,T,AC,1,2,2,TR,450,0,,1,1,,1,,1,
139082,61221,2,1,309,309414,5049815,2,2,4620887.02,50,2,1,1,1,1630,3,307847,5048209,302,4620886.01,309414,5049815,309,4620887.02,19.65,18.75,,,,AC,1,2,2,TR,450,0,,1,1,,1,,1,
139083,61221,2,2,309,309414,5049815,2,2,4620887.02,50,2,1,1,1,1700,5,309414,5049815,309,4620887.02,309239,5050086,309,4620887.04,19.65,18.75,,,T,AC,1,2,2,MA,60,0,,1,1,,1,,,1
139084,61221,2,2,309,309414,5049815,2,2,4620887.02,50,2,1,1,1,1800,3,309239,5050086,309,4620887.04,309414,5049815,309,4620887.02,19.65,18.75,,,,AC,1,2,2,MA,60,0,,1,1,,1,,,1
139085,61223,1,1,309,309253,5049656,1,1,4620887.04,81,1,1,4,1,1400,6,309253,5049656,309,4620887.04,310722,5047619,309,4620887.02,20.59,26.04,T,T,T,AC,1,4,4,LS,180,0,,1,,1,1,,,1
139086,61223,1,1,309,309253,5049656,1,1,4620887.04,81,1,1,4,1,1430,5,310722,5047619,309,4620887.02,309239,5050086,309,4620887.04,20.59,26.04,,,,AC,1,4,4,LS,180,0,,1,,1,1,,,1
139087,61223,1,1,309,309253,5049656,1,1,4620887.04,81,1,1,4,1,1500,4,309239,5050086,309,4620887.04,308933,5048778,309,4620887.03,20.59,26.04,,,,AC,1,4,4,LS,180,0,,1,,1,1,,,1
139088,61223,1,1,309,309253,5049656,1,1,4620887.04,81,1,1,4,1,1700,3,308933,5048778,309,4620887.03,309253,5049656,309,4620887.04,20.59,26.04,,,,AC,1,4,4,LS,180,0,,1,,1,1,,,1
139089,61229,1,1,309,309631,5050157,1,1,4620887.04,70,2,1,4,1,900,5,309631,5050157,309,4620887.04,314252,5040625,310,4620855.01,21.61,27.33,T,T,T,AC,1,2,2,MA,120,0,,1,1,,1,,,1
139090,61229,1,1,309,309631,5050157,1,1,4620887.04,70,2,1,4,1,1100,3,314252,5040625,310,4620855.01,309631,5050157,309,4620887.04,21.61,27.33,,,,AC,1,2,2,MA,120,0,,1,1,,1,,,1
139091,61229,1,2,309,309631,5050157,1,1,4620887.04,70,2,1,4,1,1500,5,309631,5050157,309,4620887.04,303794,5040239,304,4620863.02,21.61,27.33,,,T,AC,1,2,2,MA,165,0,,1,1,,1,,,1
139092,61229,1,2,309,309631,5050157,1,1,4620887.04,70,2,1,4,1,1745,3,303794,5040239,304,4620863.02,309631,5050157,309,4620887.04,21.61,27.33,,,,AC,1,2,2,MA,165,0,,1,1,,1,,,1
139093,61232,1,1,309,308687,5048963,4,3,4620887.03,38,1,1,1,1,700,6,308687,5048963,309,4620887.03,308465,5049831,309,4620887.03,21.12,20.47,T,T,T,AC,1,5,5,TR,750,0,,1,,1,1,,1,
139094,61232,1,1,309,308687,5048963,4,3,4620887.03,38,1,1,1,1,715,1,308465,5049831,309,4620887.03,314410,5053502,532,4620904.03,21.12,20.47,,,,AC,1,5,5,TR,750,0,,1,,1,1,,1,
139095,61232,1,1,309,308687,5048963,4,3,4620887.03,38,1,1,1,1,1700,5,314410,5053502,532,4620904.03,314252,5040625,310,4620855.01,21.12,20.47,,,,AC,1,5,5,TR,750,0,,1,,1,1,,1,
139096,61232,1,1,309,308687,5048963,4,3,4620887.03,38,1,1,1,1,1800,6,314252,5040625,310,4620855.01,308171,5050195,309,4620887.03,21.12,20.47,,,,AC,1,5,5,TR,750,0,,1,,1,1,,1,
139097,61232,1,1,309,308687,5048963,4,3,4620887.03,38,1,1,1,1,1930,3,308171,5050195,309,4620887.03,308687,5048963,309,4620887.03,21.12,20.47,,,,AC,1,5,5,TR,750,0,,1,,1,1,,1,
139098,61232,2,1,309,308687,5048963,4,3,4620887.03,40,2,1,1,1,1600,6,308687,5048963,309,4620887.03,308465,5049831,309,4620887.03,21.12,21.33,,T,T,AC,1,2,2,RC,30,0,,1,1,,1,,1,
139099,61232,2,1,309,308687,5048963,4,3,4620887.03,40,2,1,1,1,1630,3,308465,5049831,309,4620887.03,308687,5048963,309,4620887.03,21.12,21.33,,,,AC,1,2,2,RC,30,0,,1,1,,1,,1,
139100,61232,3,1,309,308687,5048963,4,3,4620887.03,8,2,5,3,1,700,2,308687,5048963,309,4620887.03,308465,5049831,309,4620887.03,21.12,22.19,,T,T,AP,1,2,2,ET,540,0,,1,1,,1,,1,
139101,61232,3,1,309,308687,5048963,4,3,4620887.03,8,2,5,3,1,1600,3,308465,5049831,309,4620887.03,308687,5048963,309,4620887.03,21.12,22.19,,,,AP,1,2,2,ET,540,0,,1,1,,1,,1,
139102,61232,4,1,309,308687,5048963,4,3,4620887.03,6,2,5,3,1,700,2,308687,5048963,309,4620887.03,308465,5049831,309,4620887.03,21.12,22.19,,T,T,AP,1,2,2,ET,570,0,,1,1,,1,,1,
139103,61232,4,1,309,308687,5048963,4,3,4620887.03,6,2,5,3,1,1630,3,308465,5049831,309,4620887.03,308687,5048963,309,4620887.03,21.12,22.19,,,,AP,1,2,2,ET,570,0,,1,1,,1,,1,
139104,61233,1,1,309,308685,5048965,4,1,4620887.03,50,1,1,1,1,930,1,308685,5048965,309,4620887.03,309716,5048117,309,4620887.02,23.37,23.59,T,T,T,AC,1,2,2,TR,150,0,,1,1,,1,,1,
139105,61233,1,1,309,308685,5048965,4,1,4620887.03,50,1,1,1,1,1200,3,309716,5048117,309,4620887.02,308685,5048965,309,4620887.03,23.37,23.59,,,,AC,1,2,2,TR,150,0,,1,1,,1,,1,
139106,61233,1,2,309,308685,5048965,4,1,4620887.03,50,1,1,1,1,1300,1,308685,5048965,309,4620887.03,313793,5037698,307,4620857.10,23.37,23.59,,,T,AC,1,4,4,TR,240,0,,1,,1,1,,1,
139107,61233,1,2,309,308685,5048965,4,1,4620887.03,50,1,1,1,1,1600,1,313793,5037698,307,4620857.10,305055,5045485,302,4620886.02,23.37,23.59,,,,AC,1,4,4,TR,240,0,,1,,1,1,,1,
139108,61233,1,2,309,308685,5048965,4,1,4620887.03,50,1,1,1,1,1630,1,305055,5045485,302,4620886.02,309716,5048117,309,4620887.02,23.37,23.59,,,,AC,1,4,4,TR,240,0,,1,,1,1,,1,
139109,61233,1,2,309,308685,5048965,4,1,4620887.03,50,1,1,1,1,1700,3,309716,5048117,309,4620887.02,308685,5048965,309,4620887.03,23.37,23.59,,,,AC,1,4,4,TR,240,0,,1,,1,1,,1,
139110,61233,2,,309,308685,5048965,4,1,4620887.03,45,2,2,2,2,0,0,0,0,0,,0,0,0,,23.37,23.6,,T,,,,,,,,,,,,,,,,
139111,61233,3,1,309,308685,5048965,4,1,4620887.03,10,1,5,3,1,830,2,308685,5048965,309,4620887.03,308465,5049831,309,4620887.03,23.37,24.55,,T,T,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139112,61233,3,1,309,308685,5048965,4,1,4620887.03,10,1,5,3,1,1130,3,308465,5049831,309,4620887.03,308685,5048965,309,4620887.03,23.37,24.55,,,,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139113,61233,3,2,309,308685,5048965,4,1,4620887.03,10,1,5,3,1,1230,2,308685,5048965,309,4620887.03,308465,5049831,309,4620887.03,23.37,24.55,,,T,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139114,61233,3,2,309,308685,5048965,4,1,4620887.03,10,1,5,3,1,1530,3,308465,5049831,309,4620887.03,308685,5048965,309,4620887.03,23.37,24.55,,,,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139115,61233,4,1,309,308685,5048965,4,1,4620887.03,8,1,5,3,1,830,2,308685,5048965,309,4620887.03,308465,5049831,309,4620887.03,23.37,24.55,,T,T,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139116,61233,4,1,309,308685,5048965,4,1,4620887.03,8,1,5,3,1,1130,3,308465,5049831,309,4620887.03,308685,5048965,309,4620887.03,23.37,24.55,,,,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139117,61233,4,2,309,308685,5048965,4,1,4620887.03,8,1,5,3,1,1230,2,308685,5048965,309,4620887.03,308465,5049831,309,4620887.03,23.37,24.55,,,T,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139118,61233,4,2,309,308685,5048965,4,1,4620887.03,8,1,5,3,1,1530,3,308465,5049831,309,4620887.03,308685,5048965,309,4620887.03,23.37,24.55,,,,MARCHE,1,2,2,ET,180,0,,1,1,,1,,1,
139119,61234,1,1,309,308743,5049234,4,1,4620887.03,41,2,1,3,1,830,6,308743,5049234,309,4620887.03,309781,5048302,309,4620887.02,23.37,23.6,T,T,T,TX,1,2,2,RC,10,0,,1,1,,1,,1,
139120,61234,1,1,309,308743,5049234,4,1,4620887.03,41,2,1,3,1,840,3,309781,5048302,309,4620887.02,308743,5049234,309,4620887.03,23.37,23.6,,,,TX,1,2,2,RC,10,0,,1,1,,1,,1,
139121,61234,1,2,309,308743,5049234,4,1,4620887.03,41,2,1,3,1,900,2,308743,5049234,309,4620887.03,295532,5039867,105,4620126.00,23.37,23.6,,,T,TC,1,2,2,ET,480,0,,1,1,,1,,1,
139122,61234,1,2,309,308743,5049234,4,1,4620887.03,41,2,1,3,1,1700,3,295532,5039867,105,4620126.00,308743,5049234,309,4620887.03,23.37,23.6,,,,TC,1,2,2,ET,480,0,,1,1,,1,,1,
139123,61234,1,3,309,308743,5049234,4,1,4620887.03,41,2,1,3,1,1920,4,308743,5049234,309,4620887.03,308343,5050004,309,4620887.03,23.37,23.6,,,T,AP,1,2,2,LS,130,0,,1,1,,1,,,1
139124,61234,1,3,309,308743,5049234,4,1,4620887.03,41,2,1,3,1,2130,3,308343,5050004,309,4620887.03,308743,5049234,309,4620887.03,23.37,23.6,,,,AP,1,2,2,LS,130,0,,1,1,,1,,,1
139125,61234,2,1,309,308743,5049234,4,1,4620887.03,42,1,1,1,1,630,6,308743,5049234,309,4620887.03,298468,5052342,116,4620594.02,23.37,22.65,,T,T,AC,1,3,3,TR,680,0,,1,,1,1,,1,
139126,61234,2,1,309,308743,5049234,4,1,4620887.03,42,1,1,1,1,1700,6,298468,5052342,116,4620594.02,309781,5048302,309,4620887.02,23.37,22.65,,,,AC,1,3,3,TR,680,0,,1,,1,1,,1,
139127,61234,2,1,309,308743,5049234,4,1,4620887.03,42,1,1,1,1,1750,3,309781,5048302,309,4620887.02,308743,5049234,309,4620887.03,23.37,22.65,,,,AC,1,3,3,TR,680,0,,1,,1,1,,1,
139128,61234,3,1,309,308743,5049234,4,1,4620887.03,11,2,5,3,1,745,2,308743,5049234,309,4620887.03,306129,5041006,303,4620872.00,23.37,24.55,,T,T,BS,1,2,2,ET,465,0,,1,1,,1,,1,
139129,61234,3,1,309,308743,5049234,4,1,4620887.03,11,2,5,3,1,1530,3,306129,5041006,303,4620872.00,308743,5049234,309,4620887.03,23.37,24.55,,,,BS,1,2,2,ET,465,0,,1,1,,1,,1,
