ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint
1416,1000879,2,1,302,306342,5046930,2,1,4620886.01,53,1,1,1,1,630,1,306342,5046930,302,4620886.01,300439,5039614,102,4620070.00,18.11,19.49,,T,T,VELO,1,2,2,TR,585,0,,1,1,,1,,1,
1417,1000879,2,1,302,306342,5046930,2,1,4620886.01,53,1,1,1,1,1615,3,300439,5039614,102,4620070.00,306342,5046930,302,4620886.01,18.11,19.49,,,,VELO,1,2,2,TR,585,0,,1,1,,1,,1,
1483,1000954,1,1,302,308805,5041952,1,1,4620876.07,42,2,1,2,1,1800,5,308805,5041952,302,4620876.07,307085,5036909,308,4620825.04,43.15,42.13,T,T,T,AC,1,2,2,MA,120,0,,1,1,,1,,,1
1484,1000954,1,1,302,308805,5041952,1,1,4620876.07,42,2,1,2,1,2000,3,307085,5036909,308,4620825.04,308805,5041952,302,4620876.07,43.15,42.13,,,,AC,1,2,2,MA,120,0,,1,1,,1,,,1
2032,1001241,1,,302,308739,5042956,2,1,4620876.06,77,2,1,4,2,0,7,0,0,0,,0,0,0,,18.22,18.1,T,T,,,,,,,,,,,,,,,,
2033,1001241,2,,302,308739,5042956,2,1,4620876.06,73,1,1,4,2,0,7,0,0,0,,0,0,0,,18.22,17.4,,T,,,,,,,,,,,,,,,,
2325,1001466,1,,302,309139,5044834,2,1,4620876.05,57,2,1,4,2,0,7,0,0,0,,0,0,0,,17.38,13.97,T,T,,,,,,,,,,,,,,,,
2326,1001466,2,,302,309139,5044834,2,1,4620876.05,65,1,1,4,2,0,7,0,0,0,,0,0,0,,17.38,12.39,,T,,,,,,,,,,,,,,,,
2609,1001616,1,1,302,308811,5044371,2,2,4620876.05,72,2,1,4,1,750,6,308811,5044371,302,4620876.05,308018,5044266,302,4620877.01,18.22,18.1,T,T,T,AP,1,2,2,AT,130,0,,1,1,,1,,,1
2610,1001616,1,1,302,308811,5044371,2,2,4620876.05,72,2,1,4,1,1000,3,308018,5044266,302,4620877.01,308811,5044371,302,4620876.05,18.22,18.1,,,,AP,1,2,2,AT,130,0,,1,1,,1,,,1
2611,1001616,2,1,302,308811,5044371,2,2,4620876.05,65,1,1,4,1,750,6,308811,5044371,302,4620876.05,308018,5044266,302,4620877.01,18.22,12.98,,T,T,AC,0,1,2,IND,0,0,1,,,,,,,
2990,1001816,1,1,302,306628,5046259,1,1,4620886.02,71,1,1,4,1,1130,4,306628,5046259,302,4620886.02,294382,5061464,622,4620700.01,27.37,26.14,T,T,T,AC,1,2,2,LS,105,0,,1,1,,1,,,1
2991,1001816,1,1,302,306628,5046259,1,1,4620886.02,71,1,1,4,1,1315,3,294382,5061464,622,4620700.01,306628,5046259,302,4620886.02,27.37,26.14,,,,AC,1,2,2,LS,105,0,,1,1,,1,,,1
2992,1001816,1,2,302,306628,5046259,1,1,4620886.02,71,1,1,4,1,1600,4,306628,5046259,302,4620886.02,307790,5044269,302,4620877.01,27.37,26.14,,,T,AC,1,2,2,LS,120,0,,1,1,,1,,,1
2993,1001816,1,2,302,306628,5046259,1,1,4620886.02,71,1,1,4,1,1800,3,307790,5044269,302,4620877.01,306628,5046259,302,4620886.02,27.37,26.14,,,,AC,1,2,2,LS,120,0,,1,1,,1,,,1
3143,1001903,1,1,302,309046,5044619,3,2,4620876.05,63,2,1,1,1,700,1,309046,5044619,302,4620876.05,309975,5046614,309,4620887.07,14.98,13.43,T,T,T,AC,1,2,2,TR,540,0,,1,1,,1,,1,
3144,1001903,1,1,302,309046,5044619,3,2,4620876.05,63,2,1,1,1,1600,3,309975,5046614,309,4620887.07,309046,5044619,302,4620876.05,14.98,13.43,,,,AC,1,2,2,TR,540,0,,1,1,,1,,1,
3145,1001903,2,1,302,309046,5044619,3,2,4620876.05,43,1,1,1,1,2130,1,309046,5044619,302,4620876.05,298435,5053109,116,4620594.02,14.98,14.06,,T,T,AC,0,1,2,IND,0,0,1,,,,,,,
3146,1001903,3,1,302,309046,5044619,3,2,4620876.05,12,1,5,3,1,702,2,309046,5044619,302,4620876.05,305463,5044364,302,4620878.00,14.98,18.59,,T,T,BS,1,2,2,ET,448,0,,1,1,,1,,1,
3147,1001903,3,1,302,309046,5044619,3,2,4620876.05,12,1,5,3,1,1430,3,305463,5044364,302,4620878.00,309046,5044619,302,4620876.05,14.98,18.59,,,,BS,1,2,2,ET,448,0,,1,1,,1,,1,
3509,1002097,1,1,302,307374,5044861,2,1,4620877.01,37,1,1,1,1,800,1,307374,5044861,302,4620877.01,307330,5036480,308,4620825.03,26.71,28.12,T,T,T,AC,1,2,2,TR,600,0,,1,1,,1,,1,
3510,1002097,1,1,302,307374,5044861,2,1,4620877.01,37,1,1,1,1,1800,3,307330,5036480,308,4620825.03,307374,5044861,302,4620877.01,26.71,28.12,,,,AC,1,2,2,TR,600,0,,1,1,,1,,1,
3511,1002097,2,1,302,307374,5044861,2,1,4620877.01,37,2,1,1,1,800,1,307374,5044861,302,4620877.01,307330,5036480,308,4620825.03,26.71,25.51,,T,T,AP,1,2,2,TR,600,0,,1,1,,1,,1,
3512,1002097,2,1,302,307374,5044861,2,1,4620877.01,37,2,1,1,1,1800,3,307330,5036480,308,4620825.03,307374,5044861,302,4620877.01,26.71,25.51,,,,AP,1,2,2,TR,600,0,,1,1,,1,,1,
3651,1002173,1,,302,305942,5044215,1,0,4620878.00,82,2,2,4,2,0,7,0,0,0,,0,0,0,,30.64,30.43,T,T,,,,,,,,,,,,,,,,
4072,1002423,1,,302,308622,5044152,2,1,4620876.05,65,2,1,4,2,0,7,0,0,0,,0,0,0,,18.22,14.21,T,T,,,,,,,,,,,,,,,,
4073,1002423,2,,302,308622,5044152,2,1,4620876.05,67,1,1,4,2,0,7,0,0,0,,0,0,0,,18.22,12.98,,T,,,,,,,,,,,,,,,,
4519,1002664,1,1,302,305977,5046578,4,1,4620886.02,40,2,1,7,1,1445,5,305977,5046578,302,4620886.02,303689,5043229,301,4620884.02,16.1,15.72,T,T,T,AC,1,3,3,RC,45,0,,1,,1,1,,1,
4520,1002664,1,1,302,305977,5046578,4,1,4620886.02,40,2,1,7,1,1500,6,303689,5043229,301,4620884.02,305724,5041044,303,4620872.00,16.1,15.72,,,,AC,1,3,3,RC,45,0,,1,,1,1,,1,
4521,1002664,1,1,302,305977,5046578,4,1,4620886.02,40,2,1,7,1,1530,3,305724,5041044,303,4620872.00,305977,5046578,302,4620886.02,16.1,15.72,,,,AC,1,3,3,RC,45,0,,1,,1,1,,1,
4522,1002664,1,2,302,305977,5046578,4,1,4620886.02,40,2,1,7,1,1645,2,305977,5046578,302,4620886.02,305273,5044003,302,4620878.00,16.1,15.72,,,T,AC,1,2,2,ET,85,0,,1,1,,1,,1,
4523,1002664,1,2,302,305977,5046578,4,1,4620886.02,40,2,1,7,1,1810,3,305273,5044003,302,4620878.00,305977,5046578,302,4620886.02,16.1,15.72,,,,AC,1,2,2,ET,85,0,,1,1,,1,,1,
4524,1002664,2,,302,305977,5046578,4,1,4620886.02,42,1,1,1,2,0,7,0,0,0,,0,0,0,,16.1,15.11,,T,,,,,,,,,,,,,,,,
4525,1002664,3,1,302,305977,5046578,4,1,4620886.02,9,1,5,3,1,1445,5,305977,5046578,302,4620886.02,303689,5043229,301,4620884.02,16.1,13.25,,T,T,AP,1,3,3,ET,45,0,,1,,1,1,,1,
4526,1002664,3,1,302,305977,5046578,4,1,4620886.02,9,1,5,3,1,1500,2,303689,5043229,301,4620884.02,305724,5041044,303,4620872.00,16.1,13.25,,,,AP,1,3,3,ET,45,0,,1,,1,1,,1,
4527,1002664,3,1,302,305977,5046578,4,1,4620886.02,9,1,5,3,1,1530,3,305724,5041044,303,4620872.00,305977,5046578,302,4620886.02,16.1,13.25,,,,AP,1,3,3,ET,45,0,,1,,1,1,,1,
4528,1002664,4,1,302,305977,5046578,4,1,4620886.02,7,1,5,3,1,1445,5,305977,5046578,302,4620886.02,303689,5043229,301,4620884.02,16.1,13.25,,T,T,AP,1,2,2,MA,45,0,,1,1,,1,,,1
4529,1002664,4,1,302,305977,5046578,4,1,4620886.02,7,1,5,3,1,1530,3,303689,5043229,301,4620884.02,305977,5046578,302,4620886.02,16.1,13.25,,,,AP,1,2,2,MA,45,0,,1,1,,1,,,1
4530,1002664,4,2,302,305977,5046578,4,1,4620886.02,7,1,5,3,1,1645,2,305977,5046578,302,4620886.02,305273,5044003,302,4620878.00,16.1,13.25,,,T,AP,1,2,2,ET,85,0,,1,1,,1,,1,
4531,1002664,4,2,302,305977,5046578,4,1,4620886.02,7,1,5,3,1,1810,3,305273,5044003,302,4620878.00,305977,5046578,302,4620886.02,16.1,13.25,,,,AP,1,2,2,ET,85,0,,1,1,,1,,1,
4678,1002730,1,1,302,307518,5044627,3,2,4620877.01,34,1,1,1,1,800,1,307518,5044627,302,4620877.01,299559,5040713,101,4620062.00,22.3,27.9,T,T,T,AC,1,3,3,TR,530,0,,1,,1,1,,1,
4679,1002730,1,1,302,307518,5044627,3,2,4620877.01,34,1,1,1,1,1600,6,299559,5040713,101,4620062.00,308030,5042189,303,4620870.02,22.3,27.9,,,,AC,1,3,3,TR,530,0,,1,,1,1,,1,
4680,1002730,1,1,302,307518,5044627,3,2,4620877.01,34,1,1,1,1,1650,3,308030,5042189,303,4620870.02,307518,5044627,302,4620877.01,22.3,27.9,,,,AC,1,3,3,TR,530,0,,1,,1,1,,1,
4681,1002730,2,1,302,307518,5044627,3,2,4620877.01,35,1,1,1,1,900,6,307518,5044627,302,4620877.01,308030,5042189,303,4620870.02,22.3,23.48,,T,T,AC,1,2,2,RC,15,0,,1,1,,1,,1,
4682,1002730,2,1,302,307518,5044627,3,2,4620877.01,35,1,1,1,1,915,3,308030,5042189,303,4620870.02,307518,5044627,302,4620877.01,22.3,23.48,,,,AC,1,2,2,RC,15,0,,1,1,,1,,1,
4683,1002730,3,,302,307518,5044627,3,2,4620877.01,0,1,5,6,3,0,7,0,0,0,,0,0,0,,22.3,27.85,,T,,,,,,,,,,,,,,,,
4786,1002800,1,,302,306028,5045235,2,1,4620877.02,60,2,1,4,2,0,7,0,0,0,,0,0,0,,18.11,16.23,T,T,,,,,,,,,,,,,,,,
4787,1002800,2,,302,306028,5045235,2,1,4620877.02,58,1,1,4,2,0,7,0,0,0,,0,0,0,,18.11,17.51,,T,,,,,,,,,,,,,,,,
5521,1003267,1,1,302,307456,5043296,3,1,4620875.00,68,1,1,4,1,1000,4,307456,5043296,302,4620875.00,309959,5101136,602,,14.98,10.68,T,T,T,AC,1,3,3,LS,225,0,1,,,,,,,
5522,1003267,1,1,302,307456,5043296,3,1,4620875.00,68,1,1,4,1,1300,5,309959,5101136,602,,311551,5100162,602,,14.98,10.68,,,,AC,1,3,3,LS,225,0,1,,,,,,,
5523,1003267,1,1,302,307456,5043296,3,1,4620875.00,68,1,1,4,1,1345,4,311551,5100162,602,,309959,5101136,602,,14.98,10.68,,,,AC,1,3,3,LS,225,0,1,,,,,,,
5524,1003267,2,1,302,307456,5043296,3,1,4620875.00,68,2,2,4,1,1000,4,307456,5043296,302,4620875.00,309959,5101136,602,,14.98,11.68,,T,T,AP,0,1,2,IND,0,0,1,,,,,,,
5525,1003267,3,1,302,307456,5043296,3,1,4620875.00,38,2,1,2,1,930,1,307456,5043296,302,4620875.00,300628,5045682,111,4620030.00,14.98,14.31,,T,T,TC,1,2,2,TR,390,0,,1,1,,1,,1,
5526,1003267,3,1,302,307456,5043296,3,1,4620875.00,38,2,1,2,1,1600,3,300628,5045682,111,4620030.00,307456,5043296,302,4620875.00,14.98,14.31,,,,TC,1,2,2,TR,390,0,,1,1,,1,,1,
5568,1003282,1,1,302,306470,5045447,2,2,4620877.01,70,1,1,4,1,600,5,306470,5045447,302,4620877.01,306022,5046299,302,4620886.02,16.65,15.9,T,T,T,AC,1,2,2,MA,10,0,,1,1,,1,,,1
5569,1003282,1,1,302,306470,5045447,2,2,4620877.01,70,1,1,4,1,610,3,306022,5046299,302,4620886.02,306470,5045447,302,4620877.01,16.65,15.9,,,,AC,1,2,2,MA,10,0,,1,1,,1,,,1
5570,1003282,1,2,302,306470,5045447,2,2,4620877.01,70,1,1,4,1,1130,4,306470,5045447,302,4620877.01,305444,5038809,306,4620861.00,16.65,15.9,,,T,AC,1,2,2,LS,120,0,,1,1,,1,,,1
5571,1003282,1,2,302,306470,5045447,2,2,4620877.01,70,1,1,4,1,1330,3,305444,5038809,306,4620861.00,306470,5045447,302,4620877.01,16.65,15.9,,,,AC,1,2,2,LS,120,0,,1,1,,1,,,1
5572,1003282,1,3,302,306470,5045447,2,2,4620877.01,70,1,1,4,1,1600,6,306470,5045447,302,4620877.01,308018,5044266,302,4620877.01,16.65,15.9,,,T,AC,1,2,2,RC,20,0,,1,1,,1,,1,
5573,1003282,1,3,302,306470,5045447,2,2,4620877.01,70,1,1,4,1,1620,3,308018,5044266,302,4620877.01,306470,5045447,302,4620877.01,16.65,15.9,,,,AC,1,2,2,RC,20,0,,1,1,,1,,1,
5574,1003282,2,1,302,306470,5045447,2,2,4620877.01,60,2,1,2,1,1640,6,306470,5045447,302,4620877.01,308837,5047882,309,4620887.07,16.65,14.93,,T,T,AC,1,2,2,AT,80,0,,1,1,,1,,,1
5575,1003282,2,1,302,306470,5045447,2,2,4620877.01,60,2,1,2,1,1800,3,308837,5047882,309,4620887.07,306470,5045447,302,4620877.01,16.65,14.93,,,,AC,1,2,2,AT,80,0,,1,1,,1,,,1
5862,1003459,1,,302,307931,5044409,1,1,4620877.01,84,2,1,4,2,0,7,0,0,0,,0,0,0,,32.0,31.78,T,T,,,,,,,,,,,,,,,,
6099,1003610,1,1,302,306261,5046218,4,2,4620886.02,49,2,1,1,1,800,1,306261,5046218,302,4620886.02,306723,5047296,302,4620886.01,20.96,21.46,T,T,T,AP,1,2,2,TR,240,0,,1,1,,1,,1,
6100,1003610,1,1,302,306261,5046218,4,2,4620886.02,49,2,1,1,1,1200,3,306723,5047296,302,4620886.01,306261,5046218,302,4620886.02,20.96,21.46,,,,AP,1,2,2,TR,240,0,,1,1,,1,,1,
6101,1003610,1,2,302,306261,5046218,4,2,4620886.02,49,2,1,1,1,1300,1,306261,5046218,302,4620886.02,306723,5047296,302,4620886.01,20.96,21.46,,,T,AP,1,2,2,TR,240,0,,1,1,,1,,1,
6102,1003610,1,2,302,306261,5046218,4,2,4620886.02,49,2,1,1,1,1700,3,306723,5047296,302,4620886.01,306261,5046218,302,4620886.02,20.96,21.46,,,,MARCHE,1,2,2,TR,240,0,,1,1,,1,,1,
6103,1003610,1,3,302,306261,5046218,4,2,4620886.02,49,2,1,1,1,1900,4,306261,5046218,302,4620886.02,305924,5043469,302,4620878.00,20.96,21.46,,,T,AC,1,2,2,LS,200,0,,1,1,,1,,,1
6104,1003610,1,3,302,306261,5046218,4,2,4620886.02,49,2,1,1,1,2220,3,305924,5043469,302,4620878.00,306261,5046218,302,4620886.02,20.96,21.46,,,,AC,1,2,2,LS,200,0,,1,1,,1,,,1
6105,1003610,2,1,302,306261,5046218,4,2,4620886.02,20,1,1,3,1,700,2,306261,5046218,302,4620886.02,295470,5039814,105,4620126.00,20.96,25.95,,T,T,TC,1,2,2,ET,270,0,,1,1,,1,,1,
6106,1003610,2,1,302,306261,5046218,4,2,4620886.02,20,1,1,3,1,1130,3,295470,5039814,105,4620126.00,306261,5046218,302,4620886.02,20.96,25.95,,,,TC,1,2,2,ET,270,0,,1,1,,1,,1,
6107,1003610,3,1,302,306261,5046218,4,2,4620886.02,17,2,1,3,1,745,2,306261,5046218,302,4620886.02,305273,5044003,302,4620878.00,20.96,23.0,,T,T,VELO,1,2,2,ET,315,0,,1,1,,1,,1,
6108,1003610,3,1,302,306261,5046218,4,2,4620886.02,17,2,1,3,1,1300,3,305273,5044003,302,4620878.00,306261,5046218,302,4620886.02,20.96,23.0,,,,VELO,1,2,2,ET,315,0,,1,1,,1,,1,
6109,1003610,3,2,302,306261,5046218,4,2,4620886.02,17,2,1,3,1,1645,4,306261,5046218,302,4620886.02,305413,5044172,302,4620878.00,20.96,23.0,,,T,AC,1,2,2,LS,135,0,,1,1,,1,,,1
6110,1003610,3,2,302,306261,5046218,4,2,4620886.02,17,2,1,3,1,1900,3,305413,5044172,302,4620878.00,306261,5046218,302,4620886.02,20.96,23.0,,,,AC,1,2,2,LS,135,0,,1,1,,1,,,1
6111,1003610,4,1,302,306261,5046218,4,2,4620886.02,55,1,1,1,1,800,1,306261,5046218,302,4620886.02,306723,5047296,302,4620886.01,20.96,20.26,,T,T,AC,1,2,2,TR,240,0,,1,1,,1,,1,
6112,1003610,4,1,302,306261,5046218,4,2,4620886.02,55,1,1,1,1,1200,3,306723,5047296,302,4620886.01,306261,5046218,302,4620886.02,20.96,20.26,,,,AC,1,2,2,TR,240,0,,1,1,,1,,1,
6113,1003610,4,2,302,306261,5046218,4,2,4620886.02,55,1,1,1,1,1300,1,306261,5046218,302,4620886.02,306723,5047296,302,4620886.01,20.96,20.26,,,T,AC,1,4,4,TR,265,0,,1,,1,1,,1,
6114,1003610,4,2,302,306261,5046218,4,2,4620886.02,55,1,1,1,1,1700,5,306723,5047296,302,4620886.01,308199,5044496,302,4620877.01,20.96,20.26,,,,AC,1,4,4,TR,265,0,,1,,1,1,,1,
6115,1003610,4,2,302,306261,5046218,4,2,4620886.02,55,1,1,1,1,1715,5,308199,5044496,302,4620877.01,307351,5044375,302,4620877.01,20.96,20.26,,,,AC,1,4,4,TR,265,0,,1,,1,1,,1,
6116,1003610,4,2,302,306261,5046218,4,2,4620886.02,55,1,1,1,1,1725,3,307351,5044375,302,4620877.01,306261,5046218,302,4620886.02,20.96,20.26,,,,AC,1,4,4,TR,265,0,,1,,1,1,,1,
6245,1003706,1,1,302,308221,5043869,2,1,4620876.05,52,2,1,1,1,740,1,308221,5043869,302,4620876.05,307984,5049186,309,4620887.03,35.4,30.74,T,T,T,AC,1,2,2,TR,530,0,,1,1,,1,,1,
6246,1003706,1,1,302,308221,5043869,2,1,4620876.05,52,2,1,1,1,1630,3,307984,5049186,309,4620887.03,308221,5043869,302,4620876.05,35.4,30.74,,,,AC,1,2,2,TR,530,0,,1,1,,1,,1,
6247,1003706,2,1,302,308221,5043869,2,1,4620876.05,18,1,2,3,1,720,2,308221,5043869,302,4620876.05,305273,5044003,302,4620878.00,35.4,35.33,,T,T,TC,1,2,2,ET,520,0,,1,1,,1,,1,
6248,1003706,2,1,302,308221,5043869,2,1,4620876.05,18,1,2,3,1,1600,3,305273,5044003,302,4620878.00,308221,5043869,302,4620876.05,35.4,35.33,,,,TC,1,2,2,ET,520,0,,1,1,,1,,1,
6445,1003809,1,1,302,307141,5044061,5,1,4620874.00,33,2,1,1,1,1800,2,307141,5044061,302,4620874.00,299946,5041350,101,4620059.00,21.89,30.54,T,T,T,TC,1,2,2,ET,120,0,,1,1,,1,,1,
6446,1003809,1,1,302,307141,5044061,5,1,4620874.00,33,2,1,1,1,2000,3,299946,5041350,101,4620059.00,307141,5044061,302,4620874.00,21.89,30.54,,,,TC,1,2,2,ET,120,0,,1,1,,1,,1,
6447,1003809,2,1,302,307141,5044061,5,1,4620874.00,45,1,1,1,1,800,6,307141,5044061,302,4620874.00,308272,5043797,302,4620876.05,21.89,21.57,,T,T,AC,2,5,4,TR,585,0,,1,,1,,1,1,
6448,1003809,2,1,302,307141,5044061,5,1,4620874.00,45,1,1,1,1,810,1,308272,5043797,302,4620876.05,288484,5038059,119,4620415.06,21.89,21.57,,,,AC,2,5,4,TR,585,0,,1,,1,,1,1,
6449,1003809,2,1,302,307141,5044061,5,1,4620874.00,45,1,1,1,1,1630,6,288484,5038059,119,4620415.06,308272,5043797,302,4620876.05,21.89,21.57,,,,AC,2,5,4,TR,585,0,,1,,1,,1,1,
6450,1003809,2,1,302,307141,5044061,5,1,4620874.00,45,1,1,1,1,1715,5,308272,5043797,302,4620876.05,307351,5044375,302,4620877.01,21.89,21.57,,,,AC,2,5,4,TR,585,0,,1,,1,,1,1,
6451,1003809,2,1,302,307141,5044061,5,1,4620874.00,45,1,1,1,1,1745,3,307351,5044375,302,4620877.01,307141,5044061,302,4620874.00,21.89,21.57,,,,AC,2,5,4,TR,585,0,,1,,1,,1,1,
6452,1003809,3,1,302,307141,5044061,5,1,4620874.00,9,2,5,3,1,800,2,307141,5044061,302,4620874.00,308272,5043797,302,4620876.05,21.89,21.25,,T,T,AP,1,3,3,ET,585,0,,1,,1,1,,1,
6453,1003809,3,1,302,307141,5044061,5,1,4620874.00,9,2,5,3,1,1700,5,308272,5043797,302,4620876.05,307351,5044375,302,4620877.01,21.89,21.25,,,,AP,1,3,3,ET,585,0,,1,,1,1,,1,
6454,1003809,3,1,302,307141,5044061,5,1,4620874.00,9,2,5,3,1,1745,3,307351,5044375,302,4620877.01,307141,5044061,302,4620874.00,21.89,21.25,,,,AP,1,3,3,ET,585,0,,1,,1,1,,1,
6455,1003809,4,1,302,307141,5044061,5,1,4620874.00,6,2,5,3,1,800,2,307141,5044061,302,4620874.00,308272,5043797,302,4620876.05,21.89,21.25,,T,T,AP,1,3,3,ET,585,0,,1,,1,1,,1,
6456,1003809,4,1,302,307141,5044061,5,1,4620874.00,6,2,5,3,1,1700,5,308272,5043797,302,4620876.05,307351,5044375,302,4620877.01,21.89,21.25,,,,AP,1,3,3,ET,585,0,,1,,1,1,,1,
6457,1003809,4,1,302,307141,5044061,5,1,4620874.00,6,2,5,3,1,1745,3,307351,5044375,302,4620877.01,307141,5044061,302,4620874.00,21.89,21.25,,,,AP,1,3,3,ET,585,0,,1,,1,1,,1,
6458,1003809,5,,302,307141,5044061,5,1,4620874.00,1,1,5,6,3,0,7,0,0,0,,0,0,0,,21.89,27.34,,T,,,,,,,,,,,,,,,,
6467,1003816,1,1,302,306286,5047427,2,2,4620886.01,29,1,1,3,1,830,2,306286,5047427,302,4620886.01,305273,5044003,302,4620878.00,35.4,56.22,T,T,T,AC,1,2,2,ET,450,0,,1,1,,1,,1,
6468,1003816,1,1,302,306286,5047427,2,2,4620886.01,29,1,1,3,1,1600,3,305273,5044003,302,4620878.00,306286,5047427,302,4620886.01,35.4,56.22,,,,AC,1,2,2,ET,450,0,,1,1,,1,,1,
6469,1003816,2,1,302,306286,5047427,2,2,4620886.01,29,1,1,1,1,500,1,306286,5047427,302,4620886.01,280284,5068904,645,4620688.03,35.4,56.22,,T,T,AC,1,2,2,TR,570,0,,1,1,,1,,1,
6470,1003816,2,1,302,306286,5047427,2,2,4620886.01,29,1,1,1,1,1430,3,280284,5068904,645,4620688.03,306286,5047427,302,4620886.01,35.4,56.22,,,,AC,1,2,2,TR,570,0,,1,1,,1,,1,
6658,1003923,1,1,302,307294,5046402,2,1,4620877.01,83,1,1,4,1,930,6,307294,5046402,302,4620877.01,298950,5048187,110,4620197.00,18.22,17.4,T,T,T,AC,1,3,3,AT,165,0,,1,,1,1,,,1
6659,1003923,1,1,302,307294,5046402,2,1,4620877.01,83,1,1,4,1,1130,5,298950,5048187,110,4620197.00,309231,5047798,309,4620887.07,18.22,17.4,,,,AC,1,3,3,AT,165,0,,1,,1,1,,,1
6660,1003923,1,1,302,307294,5046402,2,1,4620877.01,83,1,1,4,1,1215,3,309231,5047798,309,4620887.07,307294,5046402,302,4620877.01,18.22,17.4,,,,AC,1,3,3,AT,165,0,,1,,1,1,,,1
6661,1003923,1,2,302,307294,5046402,2,1,4620877.01,83,1,1,4,1,1500,5,307294,5046402,302,4620877.01,312158,5048333,309,4620888.01,18.22,17.4,,,T,AC,1,2,2,MA,45,0,,1,1,,1,,,1
6662,1003923,1,2,302,307294,5046402,2,1,4620877.01,83,1,1,4,1,1545,3,312158,5048333,309,4620888.01,307294,5046402,302,4620877.01,18.22,17.4,,,,AC,1,2,2,MA,45,0,,1,1,,1,,,1
6663,1003923,2,1,302,307294,5046402,2,1,4620877.01,83,2,2,4,1,1500,5,307294,5046402,302,4620877.01,312158,5048333,309,4620888.01,18.22,18.1,,T,T,AP,1,2,2,MA,45,0,,1,1,,1,,,1
