cor_id	cor_weight	cor_coordinates
74	1935.31	LINESTRING(298650.2410090843 5042352.659265706, 298574.8275991721 5042415.492800879)
75	1934.1600000000005	LINESTRING(298596.5611990203 5041082.315125109, 298590.40957811597 5040983.8732731845)
76	1921.6800000000005	LINESTRING(298265.7823670904 5043111.298429158, 298334.398396161 5043181.83643735)
77	1898.7999999999997	LINESTRING(298956.75114756817 5042067.743605057, 299018.4491343377 5041991.118637168)
78	1871.0400000000006	LINESTRING(298925.2937111509 5041546.095863637, 298915.4383771084 5041644.191559395)
79	1855.3700000000001	LINESTRING(298510.86432217277 5042600.839038826, 298572.93189478497 5042524.751028159)
80	1841.04	LINESTRING(298543.7678660959 5042508.258160733, 298481.9656748272 5042584.624440541)
81	1840.3800000000003	LINESTRING(298575.8513815138 5042915.877803724, 298544.53864561924 5042822.715755268)
82	1828.8400000000006	LINESTRING(298774.8466487019 5042046.302894404, 298764.47286613623 5041948.052168254)
83	1802.3600000000004	LINESTRING(298741.1258315867 5043606.310191697, 298751.2375811813 5043704.013443182)
84	1790.1299999999999	LINESTRING(297918.1707129597 5043091.998142138, 297838.72944331524 5043150.026164721)
85	1784.4199999999998	LINESTRING(298204.14556062914 5043118.763205464, 298298.92212176835 5043093.140606302)
86	1765.6900000000003	LINESTRING(298616.36859950115 5043132.937140506, 298646.1026528939 5043039.083589428)
87	1762.81	LINESTRING(299763.79436588223 5040742.548973524, 299812.4547632259 5040656.643212577)
88	1751.92	LINESTRING(298716.02860544994 5042335.988800894, 298786.4310309941 5042267.705360975)
89	1721.8200000000008	LINESTRING(298681.93019577133 5043535.671322881, 298701.5202697635 5043439.6238788115)
90	1720.9099999999996	LINESTRING(298446.57807551627 5042866.814433191, 298355.4082919238 5042903.318410998)
91	1700.2200000000005	LINESTRING(298970.1145573098 5043636.133193637, 299055.0771984315 5043685.035203562)
92	1696.91	LINESTRING(298913.0535842764 5040995.34173601, 298930.42567783355 5040899.060176477)
93	1689.65	LINESTRING(299223.0425150132 5041584.2049792865, 299160.27909308986 5041659.923565594)
94	1655.0600000000004	LINESTRING(298868.9983791433 5043478.2099901335, 298872.2750319365 5043576.373737442)
95	1648.5200000000004	LINESTRING(298575.4636270959 5043005.227026175, 298611.0013255447 5043096.487646802)
96	1628.92	LINESTRING(299042.4996182233 5040246.251243002, 299029.0186698649 5040343.6378007755)
97	1621.3400000000004	LINESTRING(298568.5506191007 5042675.284756057, 298659.84702997986 5042638.639333858)
98	1580.9400000000007	LINESTRING(298732.79923621047 5042686.018531682, 298721.0203411657 5042588.512749101)
99	1576.9700000000003	LINESTRING(298263.32594708295 5042718.73989733, 298191.8101211543 5042786.181333332)
100	1573.4700000000003	LINESTRING(298895.3626901123 5042087.960373809, 298827.74039360625 5042159.209324404)
101	1564.5700000000002	LINESTRING(298571.51362433215 5042872.089698637, 298525.88113516464 5042959.118883778)
102	1555.2800000000004	LINESTRING(298690.2482466927 5043748.887007762, 298709.0256127027 5043652.646105076)
103	1547.8799999999997	LINESTRING(299396.2002576969 5040305.130394763, 299416.23467151873 5040209.6073570885)
104	1533.0300000000002	LINESTRING(297745.35777477256 5043121.266443521, 297843.02687857515 5043131.437913287)
105	1532.1000000000006	LINESTRING(298541.4848082941 5043317.258438364, 298456.2875837693 5043269.033094024)
106	1529.8500000000006	LINESTRING(298716.846192708 5043667.234462535, 298735.2599303727 5043570.807324013)
107	1527.35	LINESTRING(297540.0959431205 5043209.2585277315, 297632.15111833037 5043174.557978297)
108	1522.9300000000005	LINESTRING(298901.5785852543 5041893.486736408, 298834.1434690442 5041965.287352398)
109	1501.62	LINESTRING(298814.53657887736 5042319.297126226, 298895.5573458855 5042263.528719474)
110	1498.9400000000005	LINESTRING(298766.6250102376 5042203.8206729945, 298772.0510743488 5042302.1546814805)
111	1498.6099999999994	LINESTRING(299601.9309945933 5042505.25511206, 299510.55346168706 5042540.883113774)
112	1492.72	LINESTRING(297593.8777334158 5043272.712631467, 297499.2227513367 5043300.564646401)
113	1488.65	LINESTRING(298706.80779930425 5043904.407650999, 298759.5355496295 5043987.011922645)
114	1484.8500000000001	LINESTRING(298563.55920977436 5043288.631032148, 298605.96763829316 5043200.101173156)
115	1474.88	LINESTRING(298707.7049274589 5042990.865950646, 298679.5185544829 5042896.699421305)
116	1462.79	LINESTRING(298627.37370720087 5043619.750173241, 298573.3589331316 5043538.067239786)
117	1462.1	LINESTRING(298434.45796449686 5043445.605007081, 298487.50924044935 5043528.128607393)
118	1451.33	LINESTRING(298436.8564850006 5041963.318291219, 298411.3433873031 5041868.236058844)
119	1449.0500000000002	LINESTRING(298829.53175871045 5043796.239817356, 298838.9189403687 5043893.89679669)
120	1443.0599999999997	LINESTRING(298335.0670334669 5042828.718951581, 298423.96412925737 5042785.53295988)
121	1426.2399999999998	LINESTRING(298454.63842139824 5043376.1309304945, 298524.0675615032 5043446.259541366)
122	1407.96	LINESTRING(298814.8987314625 5043856.012147899, 298758.9192571371 5043775.688904725)
123	1406.1000000000001	LINESTRING(299216.0258224676 5041783.569262356, 299285.9615318426 5041714.812727593)
124	1403.3600000000008	LINESTRING(298463.19308439223 5040346.659733477, 298453.6345923454 5040248.435210803)
125	1400.7600000000002	LINESTRING(298959.09155657195 5041681.240081998, 298962.2323352289 5041582.723744962)
126	1393.7799999999997	LINESTRING(298170.7843257859 5041942.11615024, 298204.88227512734 5042034.275765628)
127	1389.4600000000005	LINESTRING(298660.8987861368 5040178.933509566, 298664.1594631812 5040277.228515275)
128	1384.31	LINESTRING(298033.9698328069 5042974.647973893, 298125.56444109534 5042939.090396031)
129	1371.14	LINESTRING(299064.664229287 5041336.983775346, 299056.01328423206 5041435.176891003)
130	1360.2500000000002	LINESTRING(298631.35498347634 5042390.758575386, 298606.1718448152 5042295.593298769)
131	1357.54	LINESTRING(298675.5467207104 5043714.295462254, 298620.49880902417 5043633.369352655)
132	1343.43	LINESTRING(299009.1637657651 5043075.441458042, 299106.2704589502 5043059.728615655)
133	1342.0700000000002	LINESTRING(298234.093993559 5043033.979057441, 298140.5628421054 5043065.486675381)
134	1340.6100000000004	LINESTRING(299330.4546324114 5039562.302631884, 299312.58296088414 5039658.558665718)
135	1325.3900000000003	LINESTRING(299159.05827052315 5041666.152363083, 299094.76102303265 5041740.676990036)
136	1324.91	LINESTRING(298991.1966055731 5043367.95778708, 298981.2203252179 5043269.711947637)
137	1319.9199999999998	LINESTRING(298247.2069567129 5043300.116051517, 298306.1814584351 5043378.798878788)
138	1318.3	LINESTRING(297638.6616132833 5043035.449733662, 297730.8897405814 5043001.4601048725)
139	1316.0500000000002	LINESTRING(297342.80191416905 5043195.225966291, 297251.03139610897 5043230.170561146)
140	1313.64	LINESTRING(298745.31749752455 5042531.8078480195, 298823.8641460086 5042473.300649988)
141	1312.4600000000003	LINESTRING(297942.931844382 5042866.325550205, 297851.9697226556 5042829.640537079)
142	1311.9299999999998	LINESTRING(298475.7230237084 5043359.65649118, 298421.34296458826 5043278.217292447)
143	1296.5700000000002	LINESTRING(298730.08878864 5043791.544811033, 298671.3998292616 5043712.801918949)
144	1294.1500000000005	LINESTRING(298304.2466814169 5041365.435176028, 298280.0787391831 5041270.154757994)
145	1293.9499999999998	LINESTRING(297982.2718344969 5042938.615273833, 298039.1314722589 5043019.174290258)
146	1287.28	LINESTRING(296284.3972958424 5043751.65147302, 296377.7565446348 5043720.026886627)
147	1284.1600000000005	LINESTRING(298751.60032188875 5040714.735640981, 298755.2552554759 5040813.3267630385)
148	1283.52	LINESTRING(297456.3579902858 5043170.202385952, 297549.5143971201 5043138.274853406)
149	1282.5400000000004	LINESTRING(298744.87750126113 5043625.207562853, 298819.0189045446 5043690.1609586235)
150	1275.6000000000001	LINESTRING(298496.01060858986 5042079.0054156175, 298509.79525911744 5042176.757747133)
151	1261.8299999999997	LINESTRING(298192.7487055496 5042975.278846147, 298130.1788068165 5043051.427329313)
152	1258.3099999999997	LINESTRING(298891.28052910697 5043919.47538203, 298834.4781905993 5043839.598514087)
153	1251.9400000000003	LINESTRING(298479.3133866113 5043657.8493191125, 298539.89364692674 5043735.47580113)
154	1251.8999999999999	LINESTRING(297765.97025190515 5042971.382550374, 297675.1390178193 5043007.343832745)
155	1250.85	LINESTRING(298808.59732073476 5041954.578875381, 298796.9921174435 5041856.635927099)
156	1246.7199999999998	LINESTRING(297066.5202711926 5043294.7227270575, 296973.7611082633 5043327.48556299)
157	1232.59	LINESTRING(298163.82175862795 5043744.634991735, 298205.9295400188 5043655.8839506935)
158	1229.17	LINESTRING(299286.8718894865 5044402.204979972, 299240.3030812226 5044316.068905669)
159	1229.0500000000002	LINESTRING(298756.45146112883 5042021.266298168, 298823.9692293524 5041949.411058687)
160	1227.2	LINESTRING(297294.944864124 5043261.476505561, 297387.9793620196 5043228.5067065405)
161	1220.8999999999999	LINESTRING(298889.58754665306 5039597.311406215, 298887.70236173033 5039696.0876161605)
162	1220.3400000000001	LINESTRING(299401.08354624873 5040254.433589473, 299377.02984652645 5040349.249427597)
163	1218.08	LINESTRING(298617.07768228423 5043698.597505823, 298602.78436649096 5043795.989966808)
164	1209.5199999999998	LINESTRING(298828.29545900784 5043096.028391529, 298735.01384043717 5043128.1021337295)
165	1206.9299999999998	LINESTRING(298266.27481561597 5043113.30664248, 298196.92275416566 5043043.199763731)
166	1203.61	LINESTRING(298777.7858214967 5043046.744046143, 298752.22099622723 5042952.01602118)
167	1202.83	LINESTRING(296976.45378088654 5043477.960945513, 297070.93399822427 5043449.803486963)
168	1199.1200000000001	LINESTRING(299229.14822918223 5041903.113034112, 299157.0205054102 5041970.047007624)
169	1195.5400000000002	LINESTRING(298696.5567610992 5039922.797925839, 298692.3595812431 5039824.189953987)
170	1186.3600000000001	LINESTRING(298099.2884391292 5043346.129976025, 298077.49432843504 5043441.686920413)
171	1185.58	LINESTRING(296858.015492846 5043432.045656062, 296764.1269303543 5043461.727435417)
172	1177.8299999999997	LINESTRING(299059.39691883844 5042149.672374764, 298977.5380269062 5042204.445060151)
173	1174.61	LINESTRING(298825.88047153654 5042661.723679661, 298746.28906275204 5042718.1553881755)
174	1173.1900000000003	LINESTRING(298544.0626419954 5039676.90668842, 298540.69407448947 5039578.3397496585)
175	1169.8400000000001	LINESTRING(298359.607060242 5043284.214929621, 298283.5156200832 5043222.010979434)
176	1163.4699999999998	LINESTRING(298202.2127312882 5042915.318621812, 298292.41891542583 5042876.018548367)
177	1157.9099999999999	LINESTRING(296849.50205239165 5041777.944575072, 296915.6996272479 5041851.065841665)
178	1155.7400000000005	LINESTRING(299485.03897176264 5040616.155473938, 299518.44712898316 5040523.406470232)
179	1155.6100000000004	LINESTRING(298256.59591341 5042960.635055149, 298196.2585752739 5042882.700905307)
180	1141.2900000000002	LINESTRING(296690.7301559602 5043637.964314775, 296784.95555344934 5043609.049703355)
181	1137.58	LINESTRING(298025.27450381976 5042916.463757312, 297935.30587331706 5042877.236930851)
182	1129.82	LINESTRING(299701.4489235872 5041424.856793996, 299625.55317209254 5041487.910937246)
183	1128.45	LINESTRING(298828.5131169884 5039972.086675573, 298825.206952792 5040070.790109137)
184	1128.2500000000002	LINESTRING(299334.8415425432 5041755.551820886, 299388.7829170498 5041672.252331578)
185	1128.1700000000003	LINESTRING(297576.787587248 5042543.865790122, 297501.86043564504 5042480.5920975255)
186	1120.6599999999999	LINESTRING(298103.94437431876 5043193.881429289, 298196.8844859494 5043162.381044998)
187	1100.44	LINESTRING(296355.9220932144 5043829.726873019, 296265.47404791403 5043868.303792486)
188	1094.96	LINESTRING(298537.79755356343 5043478.645764701, 298605.19575635396 5043551.014674787)
189	1088.4900000000002	LINESTRING(298614.61659013503 5043115.5764746, 298614.9125388727 5043214.049332351)
190	1085.1000000000001	LINESTRING(297838.32021943957 5042794.658173258, 297897.08956645534 5042873.556430263)
191	1079.04	LINESTRING(298842.35513052216 5042234.943451183, 298766.69718836737 5042297.819969671)
192	1078.6499999999999	LINESTRING(297899.83326655865 5042939.200052062, 297810.23256578966 5042899.22140369)
193	1076.6499999999999	LINESTRING(296762.4959625772 5043473.567503612, 296668.4195749615 5043502.871443648)
194	1070.5199999999998	LINESTRING(299526.8229947107 5041256.574389629, 299460.9643766209 5041330.134929066)
195	1062.83	LINESTRING(297503.79193224135 5042970.440799867, 297594.6310209427 5042932.776789985)
196	1056.0400000000002	LINESTRING(297557.3963678437 5043185.122536659, 297462.7862287418 5043213.492028528)
197	1055.92	LINESTRING(298553.5841889973 5042304.166150016, 298526.60277923325 5042209.62060371)
198	1052.3600000000001	LINESTRING(298477.6179796527 5043254.365136758, 298385.73799887387 5043218.41974422)
199	1052.1200000000001	LINESTRING(298425.2733583805 5040176.444538367, 298413.7771194986 5040078.10036332)
200	1049.3600000000001	LINESTRING(298867.7451989886 5043928.693403168, 298925.4517709104 5044008.117891194)
201	1046.17	LINESTRING(299795.46628192626 5041006.521861304, 299725.91983107565 5041076.2631579125)
202	1041.7600000000002	LINESTRING(296964.4929191337 5043392.945325702, 296871.45362683677 5043424.915244823)
203	1040.0199999999998	LINESTRING(298955.0148983137 5044218.181332455, 298963.91527043056 5044315.909941091)
204	1034.7500000000002	LINESTRING(298503.91148127767 5042458.117528654, 298564.43926531693 5042379.430812624)
205	1034.28	LINESTRING(297691.62466804846 5042708.162520113, 297601.7958404077 5042668.694268286)
206	1033.1100000000001	LINESTRING(298443.9361819536 5039767.262604345, 298439.1042493286 5039668.690326556)
207	1030.5200000000002	LINESTRING(298435.1593162141 5042378.119118202, 298468.21060436 5042470.225951885)
208	1022.96	LINESTRING(299037.0871177946 5044035.366426958, 299030.15034958685 5043937.289202832)
209	1022.3100000000002	LINESTRING(299054.832057884 5041993.016073259, 299131.08659756434 5041930.94166607)
210	1021.2700000000001	LINESTRING(297188.11886108003 5043360.22698827, 297277.62529066025 5043318.953059324)
211	1019.3600000000001	LINESTRING(296694.12451685383 5043555.084314766, 296600.9476560236 5043586.8393092705)
212	1011.7999999999998	LINESTRING(298077.469592365 5043030.1976017775, 297988.1736696833 5042989.520302677)
213	1003.8499999999999	LINESTRING(298591.8509926299 5039622.130219617, 298589.3238756248 5039720.99382883)
214	1003.33	LINESTRING(299815.98836239456 5040536.518838603, 299849.6807212349 5040443.767117508)
215	1003.1800000000001	LINESTRING(298381.2679171181 5041904.853475215, 298403.94264071726 5042001.023849149)
216	992.9800000000002	LINESTRING(296401.1980548421 5043797.29052392, 296495.1289589644 5043766.881213907)
217	992.4500000000002	LINESTRING(298315.56000529137 5042482.948562391, 298251.5379377049 5042557.770794642)
218	986.7200000000003	LINESTRING(298297.6155983398 5043169.377420507, 298366.4346610053 5043240.157249501)
219	986.6400000000002	LINESTRING(298271.2525027102 5043278.549477395, 298323.8657697817 5043195.0628851205)
220	982.2	LINESTRING(299276.29014089727 5041535.853654297, 299345.86314635014 5041466.606739477)
221	974.7199999999997	LINESTRING(296485.06157324964 5041606.887332737, 296409.3844395422 5041544.668038714)
222	970.59	LINESTRING(296771.1558282869 5043583.608764259, 296864.37889741664 5043550.597661108)
223	968.8400000000003	LINESTRING(298671.1300030365 5043457.653282318, 298601.6761074921 5043387.708505107)
224	967.3199999999997	LINESTRING(299614.18586352485 5044839.067703516, 299559.3015570275 5044757.93478514)
225	964.5899999999997	LINESTRING(298571.69377033797 5042619.827973751, 298538.8980373762 5042526.648617137)
226	962.99	LINESTRING(299839.1652701008 5041501.518836373, 299915.8056123901 5041439.933076694)
227	959.8799999999999	LINESTRING(298396.546226435 5042972.393936788, 298342.63241928467 5043055.094132768)
228	957.07	LINESTRING(298543.795788074 5043876.219792527, 298597.605401143 5043958.312740088)
229	955.48	LINESTRING(297271.19457267976 5042956.370464312, 297178.02428975236 5042988.276910992)
230	954.7000000000002	LINESTRING(298766.0354766529 5040543.436568358, 298769.80450015777 5040642.370983679)
231	946.3500000000001	LINESTRING(298528.95924493787 5039721.704881606, 298532.0062987088 5039820.650352701)
232	943.0700000000002	LINESTRING(298420.3823041263 5042647.028630272, 298444.81502343615 5042742.149571013)
233	941.6800000000001	LINESTRING(298630.557811214 5043106.167130762, 298628.94421802927 5043007.488470341)
234	937.61	LINESTRING(296321.59639374807 5043649.356423207, 296227.9402912273 5043680.0577959325)
235	935.3299999999999	LINESTRING(298153.6161929981 5043177.922902667, 298086.52159552055 5043250.393743928)
236	934.86	LINESTRING(299404.775499213 5041216.10716173, 299347.88564921374 5041297.121802497)
237	932.24	LINESTRING(297678.57321233134 5042856.251832912, 297771.385583146 5042823.4787763795)
238	929.5699999999999	LINESTRING(298823.88851234206 5039176.431429122, 298817.96598439617 5039274.9246737575)
239	927.6500000000002	LINESTRING(296219.49711303785 5043872.825180466, 296313.1253300174 5043841.305160678)
240	926.8799999999999	LINESTRING(299494.6141828926 5044955.112163646, 299545.1872383371 5045038.817810773)
241	921.59	LINESTRING(298232.5788120007 5038844.552849801, 298225.0917127685 5038745.815699482)
242	912.1799999999998	LINESTRING(298008.922297137 5042903.04115484, 298097.8790658607 5042944.01751965)
243	911.8000000000003	LINESTRING(299129.0059218011 5042659.4524675, 299223.4848470154 5042629.701592455)
244	909.7100000000002	LINESTRING(297779.6417624168 5042367.638490872, 297831.5498338689 5042450.866052964)
245	909.6599999999999	LINESTRING(297482.97656496736 5042534.887768569, 297408.895871814 5042470.375097464)
246	908.1199999999999	LINESTRING(298928.1145975542 5044009.286073101, 298872.32766508707 5043928.305472408)
247	905.4800000000001	LINESTRING(299167.5855998126 5041568.187198565, 299105.0330573705 5041644.752802898)
248	901.8700000000001	LINESTRING(299650.5962765138 5041463.406746564, 299727.6875886344 5041402.137988411)
249	901.05	LINESTRING(299181.458624621 5044390.51443969, 299127.7623652238 5044308.305358944)
250	897.44	LINESTRING(299597.0677459855 5039960.3827161705, 299628.41456082335 5039867.033313169)
251	896.36	LINESTRING(298298.466433932 5042656.349107408, 298389.75043632695 5042619.36069213)
252	890.45	LINESTRING(299078.09505929163 5043901.20415053, 299150.9846867946 5043968.174990109)
253	890.37	LINESTRING(297180.1598992013 5042491.781156521, 297091.62036024715 5042449.976828065)
254	887.9100000000002	LINESTRING(295975.7019484303 5043960.955676134, 296070.3645503927 5043931.619992784)
255	885.3800000000002	LINESTRING(296276.90105182875 5043731.173329439, 296370.9394090167 5043701.162099468)
256	880.4699999999999	LINESTRING(295970.63663490256 5043827.239380943, 295877.2654012722 5043858.939516848)
257	880.3000000000003	LINESTRING(298898.31075397984 5041815.347766521, 298848.62801922363 5041900.829563483)
258	879.15	LINESTRING(297913.47016713663 5043051.541451337, 297819.34152580024 5043081.145102462)
259	874.8200000000002	LINESTRING(299436.2275860807 5044034.0506355725, 299519.01365991303 5044085.832031067)
260	874.41	LINESTRING(296560.8046606228 5041377.571369284, 296619.28762627795 5041457.0926140975)
261	872.0600000000002	LINESTRING(299716.2268407149 5041172.807825662, 299784.6460930444 5041101.907736357)
262	869.47	LINESTRING(296600.74084102566 5043607.580807059, 296507.79572639876 5043640.113675232)
263	866.27	LINESTRING(299151.13970423007 5044201.4442347875, 299093.39266693126 5044121.75942219)
264	865.0200000000003	LINESTRING(296516.08479498315 5043825.958579284, 296611.0786387557 5043798.161818027)
265	859.19	LINESTRING(0.0 0.0, 100.0 0.0)
266	857.5799999999998	LINESTRING(296217.77126677963 5043723.383715871, 296124.1508846963 5043754.483256615)
267	854.8200000000003	LINESTRING(295356.48883702076 5044202.2554254355, 295450.9716431823 5044172.2389982445)
268	854.44	LINESTRING(297301.9682026447 5043628.195310288, 297394.75589876145 5043595.248808965)
269	852.4100000000002	LINESTRING(298816.367485359 5043402.937077711, 298723.794601962 5043369.887822553)
270	849.2900000000001	LINESTRING(298381.4050003204 5039125.150485226, 298387.29845787445 5039224.197284742)
271	844.89	LINESTRING(299577.57933123555 5042308.342966984, 299487.6394479583 5042348.43036179)
272	843.4500000000002	LINESTRING(298925.12783807085 5042979.8781899465, 298941.5780179633 5043077.255876324)
273	837.2699999999998	LINESTRING(296603.3185954621 5041590.8801856125, 296666.09577990684 5041667.089374549)
274	837.0	LINESTRING(298333.9445776906 5039576.364580245, 298330.2407509162 5039477.56337099)
275	835.58	LINESTRING(298723.6829683117 5042389.559004036, 298700.4654066112 5042293.424383101)
