cor_id	cor_weight	cor_coordinates
82	1590.1399999999994	LINESTRING(301006.2797562113 5041124.984300383, 300921.5431756726 5041075.788843249)
83	1590.1399999999996	LINESTRING(301176.95064806455 5041224.205936454, 301092.21406752605 5041175.010479319)
84	1590.1399999999996	LINESTRING(301261.6872286034 5041273.401393591, 301176.95064806455 5041224.205936454)
85	1582.7999999999997	LINESTRING(305139.83411345456 5042827.188653415, 305050.67034049594 5042786.071300021)
86	1580.35	LINESTRING(300421.05749940866 5040687.315051089, 300511.9707375846 5040724.657168269)
87	1575.5299999999995	LINESTRING(305796.5637109279 5042839.974052272, 305703.2967137383 5042808.088983712)
88	1574.6099999999997	LINESTRING(303391.56478118926 5042791.391337445, 303309.3901579351 5042737.409532085)
89	1571.6	LINESTRING(303542.69651102345 5042885.181257115, 303458.57167738705 5042834.751799802)
90	1566.2700000000002	LINESTRING(307306.1123607713 5043070.669995545, 307300.9782034856 5043169.365772167)
91	1547.1899999999996	LINESTRING(301336.9507233441 5041322.655659879, 301252.5456419795 5041272.80408976)
92	1547.06	LINESTRING(302599.4995028709 5041664.5437273085, 302690.2809176524 5041702.171383965)
93	1547.06	LINESTRING(302694.68827924813 5041704.293558284, 302785.46969402995 5041741.92121494)
94	1544.3000000000002	LINESTRING(305750.72596924 5045209.518584111, 305680.6405490098 5045139.917866101)
95	1536.6100000000004	LINESTRING(307641.1748136005 5044152.629197719, 307652.75087962626 5044250.615333213)
96	1535.88	LINESTRING(303335.68448104657 5041921.446748144, 303426.2335694136 5041959.456694495)
97	1534.0999999999997	LINESTRING(301888.0094368691 5041337.5811851015, 301796.79975903424 5041301.210721378)
98	1527.5699999999997	LINESTRING(304926.6406481018 5042356.945749785, 305019.50609036395 5042389.341242981)
99	1525.8999999999999	LINESTRING(301444.82612111926 5041536.176048335, 301530.80061210966 5041583.696254452)
100	1524.27	LINESTRING(300656.969592721 5040821.345550657, 300565.4693082261 5040785.589071101)
101	1524.27	LINESTRING(300848.62140450097 5040891.080375315, 300757.1211200062 5040855.323895762)
102	1523.2799999999997	LINESTRING(304673.7509953273 5044074.590335469, 304747.7519706011 5044139.794377739)
103	1522.53	LINESTRING(301819.5180023663 5041261.947243969, 301910.1965074116 5041299.799849885)
104	1522.53	LINESTRING(301913.6299419987 5041300.189134245, 302004.30844704394 5041338.041740161)
105	1522.5299999999997	LINESTRING(300927.6639860007 5040892.468610504, 301018.34249104606 5040930.321216419)
106	1522.5299999999997	LINESTRING(301111.48898995365 5040968.813180756, 301202.1674949989 5041006.665786671)
107	1522.5299999999997	LINESTRING(301202.1674949989 5041006.665786671, 301292.84600004426 5041044.51839259)
108	1522.5299999999997	LINESTRING(301379.7744511533 5041080.147147579, 301470.45295619854 5041117.999753496)
109	1518.9700000000007	LINESTRING(307561.64629380254 5045729.978474069, 307549.10017272393 5045631.914977901)
110	1517.41	LINESTRING(306981.69872235204 5043934.519673252, 307065.5706145484 5043984.729216776)
111	1514.4199999999998	LINESTRING(303401.3077789004 5041935.733342446, 303309.43124053685 5041900.345031034)
112	1512.4999999999995	LINESTRING(301078.7182566086 5041192.604508322, 300994.5813670616 5041142.2194456)
113	1507.8700000000001	LINESTRING(304194.0680032926 5043135.194870255, 304279.88552723336 5043182.89809693)
114	1507.3299999999997	LINESTRING(302367.0575779473 5042280.868230138, 302282.95040214225 5042230.231026059)
115	1506.6399999999999	LINESTRING(302085.8924604955 5041393.625315979, 302176.49745524756 5041431.649770688)
116	1506.6399999999996	LINESTRING(302264.9521760993 5041468.540021917, 302355.5571708514 5041506.564476627)
117	1506.6399999999996	LINESTRING(302444.3829533315 5041544.346425144, 302534.9879480837 5041582.370879855)
118	1505.9499999999998	LINESTRING(301021.4364418681 5040924.390374385, 301112.18664969853 5040962.065190748)
119	1505.3400000000001	LINESTRING(302892.88813225593 5041721.547856007, 302983.3757758132 5041759.613610753)
120	1504.45	LINESTRING(307524.08422469324 5044031.948002109, 307532.23229908105 5044130.403511059)
121	1504.0399999999995	LINESTRING(301435.98245182 5041344.663695666, 301351.59592270677 5041294.695469989)
122	1477.0000000000005	LINESTRING(305902.8492053405 5043340.796626321, 305987.97030691965 5043390.106868049)
123	1476.1799999999996	LINESTRING(303116.74791704316 5041872.736265031, 303025.7302241195 5041835.518366444)
124	1473.1399999999999	LINESTRING(300839.93537227914 5040848.735901178, 300930.9013956448 5040885.943574357)
125	1468.5399999999997	LINESTRING(305705.7486371461 5044038.019614478, 305790.4881366201 5044088.02051366)
126	1465.8700000000006	LINESTRING(307816.8142238806 5044982.167266647, 307828.88996431546 5045080.185782118)
127	1465.5600000000002	LINESTRING(307405.64666318794 5043992.530065537, 307320.810824777 5043943.906009478)
128	1464.3600000000001	LINESTRING(305228.4911771142 5044864.9273590315, 305158.0747265339 5044795.635167638)
129	1461.7399999999998	LINESTRING(305452.63045083714 5042786.284384652, 305543.6500170992 5042824.003692605)
130	1455.8099999999997	LINESTRING(301304.41267277236 5041020.628399601, 301395.325068392 5041057.890026005)
131	1455.4899999999998	LINESTRING(302009.1146222815 5041323.630361309, 302099.54315831565 5041361.986875458)
132	1454.0299999999997	LINESTRING(302340.4369715076 5041546.460848837, 302430.7250688172 5041585.453488144)
133	1446.6	LINESTRING(302184.56041519064 5041411.8791442765, 302275.1759140043 5041450.013991088)
134	1445.4699999999998	LINESTRING(300668.1282452828 5040765.742631376, 300759.12331781926 5040802.80669493)
135	1432.9999999999998	LINESTRING(300374.3861858837 5040707.210750607, 300282.70345563156 5040672.02433616)
136	1432.4000000000003	LINESTRING(303232.3652518362 5041892.923022033, 303322.76547898457 5041931.1704363935)
137	1420.8399999999997	LINESTRING(306710.9271851915 5042673.507818731, 306807.59280422283 5042692.943675335)
138	1419.5700000000002	LINESTRING(307539.70011410664 5044543.313052052, 307539.87093234784 5044642.41458749)
139	1412.9899999999998	LINESTRING(307223.558265877 5043714.009168639, 307137.60450528277 5043667.774635792)
140	1411.6900000000005	LINESTRING(307614.32797699515 5045485.593861124, 307601.86917842407 5045387.508565657)
141	1405.4900000000002	LINESTRING(306795.61560328206 5046046.29415493, 306718.70261691 5045984.395584807)
142	1405.3899999999996	LINESTRING(304888.0474140395 5042966.436406203, 304799.6888377238 5042924.317992364)
143	1403.8099999999997	LINESTRING(300746.94705559075 5040822.470047541, 300838.18914814555 5040858.981058592)
144	1400.53	LINESTRING(302523.8585366766 5041611.8137371745, 302614.3550092415 5041650.050345911)
145	1397.2400000000005	LINESTRING(307771.5754322445 5045284.330620954, 307781.55053103954 5045382.831658226)
146	1395.4399999999998	LINESTRING(300153.8403046915 5040504.952303643, 300245.0963120119 5040541.268117326)
147	1377.3300000000002	LINESTRING(307771.0574792154 5044948.555000826, 307781.23034848773 5045047.011792159)
148	1375.33	LINESTRING(300782.9526732497 5040797.489130936, 300691.216424637 5040761.956942174)
149	1374.2499999999998	LINESTRING(303375.05701651116 5042718.0930607645, 303460.59716256696 5042765.99279135)
150	1373.6099999999997	LINESTRING(307677.76649735007 5042821.788127937, 307775.20933622704 5042838.434247933)
151	1369.8899999999999	LINESTRING(300075.84430231625 5040477.015384039, 299984.16243206494 5040442.130670886)
152	1369.46	LINESTRING(307280.306696908 5042969.399798885, 307187.34605651716 5042937.069034721)
153	1368.1499999999996	LINESTRING(300446.55365654675 5040764.710825958, 300361.7313923062 5040716.007647043)
154	1361.3799999999999	LINESTRING(306446.88046249334 5045755.936508783, 306520.39199755114 5045821.914437647)
155	1359.2200000000005	LINESTRING(307543.2241159645 5044998.934441997, 307531.2198964327 5044900.779514251)
156	1347.8999999999999	LINESTRING(307473.40716768615 5043468.63431921, 307468.3437367771 5043567.509267056)
157	1347.2499999999998	LINESTRING(303226.2621818517 5041761.45734736, 303321.6148960764 5041786.326545533)
158	1345.05	LINESTRING(307535.6159533618 5042398.628749803, 307549.9460924669 5042301.870010075)
159	1343.8300000000002	LINESTRING(307507.99435477675 5043844.795806157, 307507.3231918292 5043745.788565206)
160	1340.6599999999999	LINESTRING(302990.61494421144 5042773.21183055, 303066.3145697442 5042836.087326746)
161	1340.5699999999997	LINESTRING(302053.1303812754 5041621.680985499, 301966.73764881375 5041575.053969775)
162	1337.6499999999999	LINESTRING(306558.37807682314 5046906.853370971, 306494.37188203976 5046831.889454287)
163	1332.26	LINESTRING(306804.82091783866 5046162.836040338, 306878.2072008616 5046228.950747195)
164	1329.9499999999998	LINESTRING(301691.98071608855 5041474.560114735, 301606.3994425494 5041427.1086179)
165	1329.57	LINESTRING(304297.6200654499 5043853.6779278815, 304221.17941903655 5043790.894451203)
166	1329.3500000000001	LINESTRING(305075.91349986085 5042702.191260727, 305167.25326967024 5042739.196366483)
167	1326.34	LINESTRING(307534.18214935693 5045154.562664425, 307528.3167150933 5045055.631574824)
168	1325.21	LINESTRING(305058.36760960135 5043581.574604271, 304972.89173921075 5043534.279668972)
169	1323.56	LINESTRING(299896.51096030435 5040408.56548984, 299988.04448407784 5040444.193558835)
170	1319.3700000000001	LINESTRING(307766.9457840484 5045408.369848659, 307778.3358788333 5045506.606833081)
171	1305.39	LINESTRING(308027.07410982443 5043341.111361094, 307937.5284168928 5043301.393782651)
172	1304.38	LINESTRING(303896.05891841406 5042936.154785559, 303980.41631390026 5042986.738678987)
173	1300.3400000000001	LINESTRING(302821.7069626952 5041630.056014116, 302912.0486511726 5041668.554236453)
174	1298.9800000000005	LINESTRING(307383.29540193285 5046475.039564378, 307366.98750451783 5046377.760166143)
175	1296.1600000000003	LINESTRING(307347.5805996259 5044610.552572247, 307342.3145395854 5044511.528592822)
176	1292.3600000000004	LINESTRING(307571.2801256775 5043655.212535106, 307557.44177053135 5043752.139954634)
177	1291.9500000000003	LINESTRING(307645.0178713498 5044740.202122529, 307648.32327095536 5044839.339206754)
178	1282.75	LINESTRING(307538.81945865275 5042243.919931478, 307536.22266621754 5042342.746467705)
179	1277.1600000000003	LINESTRING(307790.58645390224 5045995.462940982, 307802.83986853395 5046093.50519954)
180	1272.1699999999998	LINESTRING(301948.5088084416 5041433.445986922, 301858.4249527126 5041394.788857805)
181	1271.9499999999996	LINESTRING(303347.56076820876 5043130.932071143, 303422.21655059315 5043195.611468905)
182	1265.12	LINESTRING(300297.68738371134 5040604.145679203, 300206.60004740045 5040567.681546186)
183	1263.08	LINESTRING(306965.9535967057 5043476.980354317, 307053.1365733253 5043521.653419385)
184	1260.5600000000002	LINESTRING(307855.3520741385 5048669.112806189, 307808.275761825 5048583.554090712)
185	1259.1800000000003	LINESTRING(306618.0995280676 5046051.019639737, 306691.8309717322 5046116.783240458)
186	1258.5300000000004	LINESTRING(308537.8214608626 5042685.172833491, 308635.3604706417 5042701.090256749)
187	1253.1399999999994	LINESTRING(306346.7765519677 5045766.432790379, 306418.85145670903 5045834.411599728)
188	1249.5200000000002	LINESTRING(304888.1113661985 5044394.967017416, 304960.248574901 5044462.202949932)
189	1247.25	LINESTRING(300322.6080580039 5040669.608818145, 300415.30097592255 5040702.995124569)
190	1246.13	LINESTRING(306478.0908298445 5046800.816810065, 306412.62640476116 5046727.030480325)
191	1245.6399999999999	LINESTRING(301259.89329199906 5041477.840611621, 301339.8522516904 5041535.536149033)
192	1244.17	LINESTRING(307492.3647393399 5043246.24094695, 307486.19302852225 5043345.058531393)
193	1241.3600000000004	LINESTRING(307543.2785216774 5045640.59540321, 307528.9040573343 5045542.755645921)
194	1236.5000000000002	LINESTRING(305653.8307284532 5045402.534464617, 305581.63665803045 5045335.297138318)
195	1232.2300000000005	LINESTRING(307592.73727236537 5046430.420013486, 307607.6230729634 5046528.021503162)
196	1230.65	LINESTRING(307542.32632663887 5043839.917516659, 307536.2195843033 5043938.622581478)
197	1228.96	LINESTRING(307790.5579776184 5045509.61452666, 307798.44010349025 5045608.473777773)
198	1218.9899999999998	LINESTRING(308716.79877228505 5043544.477133971, 308624.63570648443 5043510.364647537)
199	1218.9799999999996	LINESTRING(304615.9237799753 5042091.032718214, 304709.1989693681 5042122.624891526)
200	1217.5200000000002	LINESTRING(307808.3232343107 5044437.217884957, 307818.97965315264 5044535.41706027)
201	1216.1000000000006	LINESTRING(307442.24965835945 5044787.3056904785, 307434.13412082667 5044688.437218346)
202	1210.5699999999997	LINESTRING(304289.5433818475 5043689.679545322, 304362.3493152422 5043755.985728461)
203	1209.1899999999996	LINESTRING(302673.49871386215 5042861.456328805, 302598.46969925676 5042797.301536115)
204	1203.7199999999998	LINESTRING(301740.72684252885 5041225.409531618, 301833.826423466 5041258.173111938)
205	1202.9299999999998	LINESTRING(306607.19739346043 5046954.277411193, 306543.6950639578 5046879.002049956)
206	1202.9299999999998	LINESTRING(306730.83106942824 5047102.484176475, 306667.3287399255 5047027.208815239)
207	1201.83	LINESTRING(305524.9109703198 5042827.197788891, 305614.4671947034 5042867.390133815)
208	1196.89	LINESTRING(306368.14159406285 5046785.36077592, 306308.7488793824 5046707.049902702)
209	1190.1300000000003	LINESTRING(307314.76102173625 5044081.597122205, 307331.0762987972 5043985.191698208)
210	1187.73	LINESTRING(305544.7408168667 5044744.388774043, 305609.4557698486 5044818.773859434)
211	1184.2800000000002	LINESTRING(307223.4167024412 5043466.115743294, 307223.8724802554 5043367.224527019)
212	1177.8300000000002	LINESTRING(299782.93902322534 5040277.587321206, 299697.3308689553 5040229.952373249)
213	1177.34	LINESTRING(306667.46646318067 5042446.482190147, 306765.16526880686 5042461.02476602)
214	1174.79	LINESTRING(308578.4635669049 5048920.547491715, 308592.53839687054 5049018.210667114)
215	1174.0999999999997	LINESTRING(307968.4487504841 5042801.864832973, 307872.5899672934 5042777.3421059465)
216	1173.9099999999999	LINESTRING(302579.19440459495 5042443.167647443, 302500.61617391044 5042383.449665485)
217	1173.88	LINESTRING(307194.3970437527 5043261.548479445, 307194.29755936074 5043162.758256603)
218	1171.47	LINESTRING(305841.0742049956 5042625.572940333, 305746.69033423514 5042596.316145849)
219	1164.1200000000001	LINESTRING(307494.9419495738 5044816.060302018, 307482.8776554058 5044717.911056997)
220	1160.91	LINESTRING(307417.8993135212 5042827.334228482, 307419.78590318834 5042728.499487)
221	1159.76	LINESTRING(307494.77465876756 5042486.045733174, 307487.94784101605 5042584.745852121)
222	1155.9499999999998	LINESTRING(304242.6509146785 5043513.110576373, 304162.6339398125 5043456.303866389)
223	1155.8000000000002	LINESTRING(307280.55796127225 5043892.378892599, 307282.04428935586 5043793.363056067)
224	1154.06	LINESTRING(306870.7120389307 5046825.307315871, 306938.6120168729 5046897.071700998)
225	1153.99	LINESTRING(307430.0419593809 5046222.208267557, 307415.84554723685 5046124.346771288)
226	1153.4	LINESTRING(307637.08533658256 5045881.475134658, 307624.90520495665 5045783.114513213)
227	1151.8999999999999	LINESTRING(307810.724809115 5044000.90984471, 307724.423804104 5043954.935204521)
228	1143.61	LINESTRING(303578.3822886507 5042035.175613088, 303668.38442642894 5042074.484539991)
229	1141.5900000000001	LINESTRING(306498.69263145834 5046070.0750567475, 306571.1623317393 5046137.524960468)
230	1137.8899999999999	LINESTRING(306196.94899960025 5046059.121510876, 306125.34869368945 5045990.690525214)
231	1128.6899999999998	LINESTRING(307589.2134702361 5042776.577334845, 307493.62249015644 5042751.254305336)
232	1117.35	LINESTRING(306062.7308512209 5045616.47482122, 306135.95076298807 5045682.788058474)
233	1115.79	LINESTRING(307776.361866501 5044467.413481338, 307774.4806793593 5044566.544806382)
234	1112.0600000000002	LINESTRING(299622.0619601935 5040217.566671588, 299706.9646302338 5040266.434856432)
235	1109.7700000000002	LINESTRING(307342.14293558296 5044260.026355488, 307331.8763104698 5044161.6480528945)
236	1103.5800000000002	LINESTRING(307616.5837721664 5046110.917193801, 307629.46416072943 5046208.777832137)
237	1103.26	LINESTRING(307136.3395910575 5042980.9858010765, 307152.596722131 5042884.733019029)
238	1101.4199999999998	LINESTRING(308006.06495673273 5042416.78455388, 308103.47877376573 5042433.573908303)
239	1097.7399999999998	LINESTRING(302970.87358712486 5041749.213727252, 303061.39266764896 5041786.840410268)
240	1094.9299999999998	LINESTRING(308671.3735991621 5043128.387508803, 308575.86934636615 5043102.925009441)
241	1087.77	LINESTRING(303025.77949543734 5041349.014641883, 302930.17651079525 5041323.708342246)
242	1084.85	LINESTRING(303687.4917421789 5043482.029417324, 303761.0616650607 5043547.707486882)
243	1084.4900000000002	LINESTRING(307321.0043506713 5042038.077252422, 307317.708754497 5042136.751072394)
244	1082.4099999999999	LINESTRING(307617.73395462404 5044014.90015523, 307629.22561421356 5044113.017896407)
245	1081.7899999999997	LINESTRING(300541.364841237 5040966.393538644, 300464.0178070263 5040905.033252248)
246	1079.97	LINESTRING(307747.39306676004 5045399.321090182, 307735.14491866186 5045300.990187164)
247	1078.34	LINESTRING(307361.0120676957 5046143.324826533, 307348.256587115 5046045.16142975)
248	1076.9099999999999	LINESTRING(307116.12461202295 5047030.916873233, 307187.76544158976 5047099.174875683)
249	1073.2100000000003	LINESTRING(307802.81524832034 5046563.439957118, 307800.48673436895 5046662.107949945)
250	1072.4300000000003	LINESTRING(307531.19469618436 5042465.953563605, 307628.9922534084 5042480.379308306)
251	1072.2800000000002	LINESTRING(307235.8962209988 5043865.718481914, 307226.1893155549 5043767.658039684)
252	1072.22	LINESTRING(308539.28167491895 5042605.174757713, 308636.2323653598 5042624.12650586)
253	1071.8000000000002	LINESTRING(307411.10522014776 5044099.34378837, 307394.34724892257 5044195.686426382)
254	1070.7599999999998	LINESTRING(309003.1353348086 5049948.816354163, 309005.1807523327 5049850.512382969)
255	1064.9999999999998	LINESTRING(306749.27584783145 5047237.454232071, 306687.05271719536 5047160.9572013235)
256	1063.7899999999997	LINESTRING(308732.64551539393 5043292.964535128, 308639.9251584105 5043260.056775744)
257	1058.8000000000002	LINESTRING(307258.64034832985 5042728.814843794, 307268.25229824986 5042827.065741281)
258	1056.43	LINESTRING(305881.53052258637 5044080.843793245, 305796.2457508962 5044032.8822952835)
259	1053.7900000000002	LINESTRING(307723.78321897757 5045079.970069106, 307733.66105770966 5045178.8339123735)
260	1049.1000000000001	LINESTRING(307472.717220816 5043058.078819544, 307468.7941229726 5043156.896191295)
261	1046.2	LINESTRING(306303.231289734 5046714.3727300465, 306243.35164817976 5046636.246966817)
262	1040.0400000000002	LINESTRING(308732.6222019993 5050158.012790988, 308760.2092128612 5050251.884930036)
263	1039.27	LINESTRING(300482.9115521581 5040795.434480641, 300577.94281418365 5040822.34031461)
264	1034.9299999999998	LINESTRING(307187.6729876583 5042395.954072331, 307201.160207504 5042298.820811165)
265	1034.06	LINESTRING(308376.1939143594 5042533.198315729, 308473.1887394714 5042551.903373158)
266	1032.37	LINESTRING(299960.1504304175 5040425.12183527, 299868.40784622444 5040389.865063918)
267	1030.57	LINESTRING(306515.8397725754 5047155.242535116, 306452.82008061337 5047079.282791176)
268	1022.9699999999999	LINESTRING(303474.6347541245 5041803.425952043, 303565.616632312 5041839.360034723)
269	1022.9500000000002	LINESTRING(307482.64184098627 5042816.608926334, 307388.2613398811 5042787.710886915)
270	1018.81	LINESTRING(301784.282546793 5040925.6634315755, 301877.74816431466 5040956.790378846)
271	1017.9300000000001	LINESTRING(308158.23651326686 5042343.496909511, 308255.703609163 5042360.097184006)
272	1017.5199999999999	LINESTRING(306589.0024222636 5046412.184235525, 306657.874362113 5046483.16005567)
